ags,municipality,airport,conveyance_capacity_inland_pkm,transport_capacity_inland_tkm,flight_kilometer_inland_km,eev_kerosene_inland_mwh,eev_petrol_inland_mwh,ghg_inland_tco2e,conveyance_capacity_overseas_pkm,transport_capacity_overseas_tkm,flight_kilometer_overseas_km,eev_kerosene_overseas_mwh,ghg_overseas_tco2e,sum_ghg_tco2e
05570044,Telgte,Münster-Telgte,358697.75443535886,42.70211362325701,26752.97667004321,2001.6637925577877,26.458610184985407,534.5495478020241,0.0,0.0,0.0,0.0,0.0,534.5495478020241
05570000,Warendorf Kreis,Warendorf Kreis,379506.3413996561,45.17932635710192,28304.956393107608,2117.7832680373303,27.993513273117024,565.5595572448591,0.0,0.0,0.0,0.0,0.0,565.5595572448591
05711000,Bielefeld,Bielefeld,158753.5689967774,18.899234404378262,11840.415712505552,885.9025936763694,11.710134077011276,236.58260323588885,0.0,0.0,0.0,0.0,0.0,236.58260323588885
05762020,Höxter,Höxter-Holzminden,59087.48490931458,7.034224393966023,4406.958464958258,329.7296335809478,4.35846812726144,88.05516050345116,0.0,0.0,0.0,0.0,0.0,88.05516050345116
05762000,Höxter Kreis,Höxter Kreis,59087.48490931458,7.034224393966023,4406.958464958258,329.7296335809478,4.35846812726144,88.05516050345116,0.0,0.0,0.0,0.0,0.0,88.05516050345116
05766020,Detmold,Detmold,40448.77733434247,4.8153306350407705,3016.8161996465665,225.71887345889735,2.9836217782665413,60.27881514690112,0.0,0.0,0.0,0.0,0.0,60.27881514690112
05766056,Oerlinghausen,Oerlinghausen ,468582.67222810496,55.78365145572678,34948.59151777632,2614.861557456443,34.564047615626976,698.3056137100431,0.0,0.0,0.0,0.0,0.0,698.3056137100431
05766000,Lippe Kreis,Lippe Kreis,509031.4495624474,60.59898209076756,37965.40771742289,2840.58043091534,37.54766939389352,758.5844288569442,0.0,0.0,0.0,0.0,0.0,758.5844288569442
05770032,Porta Westfalica,Porta Westfalica,158271.3735769274,18.841830187729453,11804.451833004952,883.2117680413711,11.674565912758672,235.86401121671443,0.0,0.0,0.0,0.0,0.0,235.86401121671443
05770000,Minden-Lübbecke Kreis,Minden-Lübbecke Kreis,158271.3735769274,18.841830187729453,11804.451833004952,883.2117680413711,11.674565912758672,235.86401121671443,0.0,0.0,0.0,0.0,0.0,235.86401121671443
05774032,Paderborn,Paderborn-Haxterberg,102614.8945396226,12.216058873764595,7653.390202954816,572.628393786373,7.569178954217686,152.9219093112352,0.0,0.0,0.0,0.0,0.0,152.9219093112352
05774000,Paderborn Kreis,Paderborn Kreis,102614.8945396226,12.216058873764595,7653.390202954816,572.628393786373,7.569178954217686,152.9219093112352,0.0,0.0,0.0,0.0,0.0,152.9219093112352
05915000,Hamm,Hamm-Lippewiesen,194139.29442269463,23.111820764606502,14479.611177395813,1083.3677979677846,14.320290130625471,289.3162021814585,0.0,0.0,0.0,0.0,0.0,289.3162021814585
05958004,Arnsberg,Arnsberg-Menden,103931.65895536687,12.372816542305582,7751.599258514148,579.9764176357913,7.6663074027536435,154.88421828667305,0.0,0.0,0.0,0.0,0.0,154.88421828667305
05958012,Brilon,Brilon/Hochsauerland,20363.48349982028,2.424224226169081,1518.782295833072,113.63563643185203,1.5020709365138296,30.3466937328278,0.0,0.0,0.0,0.0,0.0,30.3466937328278
05958032,Meschede,Meschede-Schüren,77058.53728757128,9.173635391377534,5747.304589422964,430.014635131462,5.684066248829656,114.83653229499043,0.0,0.0,0.0,0.0,0.0,114.83653229499043
05958040,Schmallenberg,Schmallenberg-Rennefeld,43490.31767493494,5.177418770825588,3243.6652857272807,242.6917736181176,3.2079748143214304,64.81147249861675,0.0,0.0,0.0,0.0,0.0,64.81147249861675
05958000,Hochsauerlandkreis Kreis,Hochsauerlandkreis Kreis,244843.99741769335,29.148094930677782,18261.351429497467,1366.318462817223,18.06041940241856,364.8789168131081,0.0,0.0,0.0,0.0,0.0,364.8789168131081
05962020,Herscheid,Plettenberg-Hüinghausen,26706.20786861676,3.1793104605496145,1991.845633879439,149.03034286144532,1.9699290970673176,39.7989426004299,0.0,0.0,0.0,0.0,0.0,39.7989426004299
05962048,Neuenrade,Werdohl-Küntrop,37518.512859869246,4.46648962617491,2798.266470373684,209.36693306159992,2.7674767801160995,55.91198672268729,0.0,0.0,0.0,0.0,0.0,55.91198672268729
05962000,Märkischer Kreis Kreis,Märkischer Kreis Kreis,64224.720728486005,7.645800086724525,4790.112104253123,358.39727592304524,4.737405877183417,95.7109293231172,0.0,0.0,0.0,0.0,0.0,95.7109293231172
05966012,Finnentrop,Attendorn-Finnentrop,18749.98344109135,2.2321408858442084,1398.441622119523,104.63171988397306,1.3830543868993457,27.942174284051823,0.0,0.0,0.0,0.0,0.0,27.942174284051823
05966028,Wenden,Hünsborn,47477.70287754091,5.652107485421538,3541.058904674558,264.9428317536806,3.50209617256412,70.75367573409761,0.0,0.0,0.0,0.0,0.0,70.75367573409761
05966000,Olpe Kreis,Olpe Kreis,66227.68631863226,7.884248371265746,4939.5005267940805,369.57455163765366,4.885150559463466,98.69585001814944,0.0,0.0,0.0,0.0,0.0,98.69585001814944
05970008,Burbach,Siegerland,212611.08819848788,25.31084383315332,15857.304407495754,1186.4471184469508,15.6828244227637,316.8438041467558,0.0,0.0,0.0,0.0,0.0,316.8438041467558
05970012,Erndtebrück,Schameder,32492.55290681706,3.868161060335365,2423.412187886651,181.32025048142515,2.39674706809857,48.42204683052305,0.0,0.0,0.0,0.0,0.0,48.42204683052305
05970000,Siegen-Wittgenstein Kreis,Siegen-Wittgenstein Kreis,245103.6411053049,29.179004893488685,18280.716595382404,1367.7673689283758,18.07957149086227,365.2658509772789,0.0,0.0,0.0,0.0,0.0,365.2658509772789
05974008,Bad Sassendorf,Soest-Bad Sassendorf,112685.3604234135,13.41492385993018,8404.48199406352,628.8252522403762,8.312006384570154,167.92942725014728,0.0,0.0,0.0,0.0,0.0,167.92942725014728
05974000,Soest Kreis,Soest Kreis,112685.3604234135,13.41492385993018,8404.48199406352,628.8252522403762,8.312006384570154,167.92942725014728,0.0,0.0,0.0,0.0,0.0,167.92942725014728
06414000,Wiesbaden,WiesbadenAirbase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06431011,Heppenheim (Bergstraße),Heppenheim,60904.990722595445,7.250594133642315,4542.514626152832,339.87197635901833,4.49253274636741,90.76369965264708,0.0,0.0,0.0,0.0,0.0,90.76369965264708
06431000,Bergstraße Landkreis,Bergstraße Landkreis,60904.990722595445,7.250594133642315,4542.514626152832,339.87197635901833,4.49253274636741,90.76369965264708,0.0,0.0,0.0,0.0,0.0,90.76369965264708
06432002,Babenhausen,Babenhausen,57325.617029093344,6.824478217749208,4275.551982167602,319.89777068383853,4.228507527107694,85.42953581800613,0.0,0.0,0.0,0.0,0.0,85.42953581800613
06432000,Darmstadt-Dieburg Landkreis,Darmstadt-Dieburg Landkreis,57325.617029093344,6.824478217749208,4275.551982167602,319.89777068383853,4.228507527107694,85.42953581800613,0.0,0.0,0.0,0.0,0.0,85.42953581800613
06434002,Friedrichsdorf,Burgholzhausen,5211.419729917577,0.6204071107044734,388.6865438334183,29.081615516712592,0.3844097751916084,7.766321438000557,0.0,0.0,0.0,0.0,0.0,7.766321438000557
06434007,Neu-Anspach,Anspach/Ts.,97663.11849731658,11.62656172587102,7284.068825006337,544.9956843808133,7.203921267469788,145.54252203740546,0.0,0.0,0.0,0.0,0.0,145.54252203740546
06434000,Hochtaunuskreis Landkreis,Hochtaunuskreis Landkreis,102874.53822723417,12.246968836575494,7672.755368839755,574.0772998975259,7.588331042661396,153.308843475406,0.0,0.0,0.0,0.0,0.0,153.308843475406
06435010,Gelnhausen,Gelnhausen,181398.20775204204,21.595024732385955,13529.33482289916,1012.2679052276366,13.380469790566272,270.3287899825034,0.0,0.0,0.0,0.0,0.0,270.3287899825034
06435000,Main-Kinzig-Kreis Landkreis,Main-Kinzig-Kreis Landkreis,181398.20775204204,21.595024732385955,13529.33482289916,1012.2679052276366,13.380469790566272,270.3287899825034,0.0,0.0,0.0,0.0,0.0,270.3287899825034
06437011,Michelstadt,Michelstadt,45567.46717582736,5.42469847331278,3398.586612806793,254.2830225073411,3.3611915218711106,67.90694581198353,0.0,0.0,0.0,0.0,0.0,67.90694581198353
06437000,Odenwaldkreis Landkreis,Odenwaldkreis Landkreis,45567.46717582736,5.42469847331278,3398.586612806793,254.2830225073411,3.3611915218711106,67.90694581198353,0.0,0.0,0.0,0.0,0.0,67.90694581198353
06440017,Niddatal,Niddatal-Bönstadt,6324.178391109941,0.7528783798940406,471.6801119117282,35.29121313593948,0.46649015423608,9.424610713018469,0.0,0.0,0.0,0.0,0.0,9.424610713018469
06440018,Ober-Mörlen,Ober-Mörlen,83401.26165636776,9.928721625758069,6220.36792746933,465.40934156105527,6.151924409383144,124.28878116259256,0.0,0.0,0.0,0.0,0.0,124.28878116259256
06440021,Reichelsheim (Wetterau),Reichelsheim,263909.2624794559,31.41776934279237,19683.307895905844,1472.7095686933103,19.46672989671384,393.2909397250816,0.0,0.0,0.0,0.0,0.0,393.2909397250816
06440000,Wetteraukreis Landkreis,Wetteraukreis Landkreis,353634.70252693363,42.09936934844448,26375.3559352869,1973.410123390305,26.085144460333066,527.0043316006927,0.0,0.0,0.0,0.0,0.0,527.0043316006927
06531005,Gießen,Giessen-Lützellinden,153282.5055792483,18.247917330862894,11432.364002787195,855.3720720485039,11.306572213375958,228.42934763371747,0.0,0.0,0.0,0.0,0.0,228.42934763371747
06531000,Gießen Landkreis,Gießen Landkreis,153282.5055792483,18.247917330862894,11432.364002787195,855.3720720485039,11.306572213375958,228.42934763371747,0.0,0.0,0.0,0.0,0.0,228.42934763371747
06532004,Breitscheid,Breitscheid,92321.87692359324,10.990699633761098,6885.699698230449,515.1896158085242,6.809935448056324,137.5827335173195,0.0,0.0,0.0,0.0,0.0,137.5827335173195
06532009,Eschenburg,"Hirzenhain, Sonderlandeplatz",24925.79401070897,2.9673564298463067,1859.0559249541427,139.0949866706823,1.8386004905961628,37.14567976040124,0.0,0.0,0.0,0.0,0.0,37.14567976040124
06532000,Lahn-Dill-Kreis Landkreis,Lahn-Dill-Kreis Landkreis,117247.6709343022,13.958056063607405,8744.755623184592,654.2846024792065,8.648535938652486,174.72841327772073,0.0,0.0,0.0,0.0,0.0,174.72841327772073
06533006,Elz,Elz,69807.06001213437,8.310364287158853,5206.463170779311,389.5487573128335,5.149175778723182,104.03001385279038,0.0,0.0,0.0,0.0,0.0,104.03001385279038
06533008,Hünfelden,Dauborn,6361.27034648302,0.7572940888670262,474.4465641810052,35.49819972324704,0.4692261668708957,9.479887022185732,0.0,0.0,0.0,0.0,0.0,9.479887022185732
06533000,Limburg-Weilburg Landkreis,Limburg-Weilburg Landkreis,76168.3303586174,9.06765837602588,5680.909734960316,425.04695703608047,5.618401945594078,113.50990087497613,0.0,0.0,0.0,0.0,0.0,113.50990087497613
06534003,Bad Endbach,Bottenhorn,13445.833822741077,1.600694502707271,1002.838947612912,75.03263789899157,0.991804580120698,20.03766207313311,0.0,0.0,0.0,0.0,0.0,20.03766207313311
06534006,Cölbe,Marburg-Schönstadt,98887.15302462818,11.772280121979543,7375.361749892478,551.8262417619628,7.294209684418706,147.36664023992518,0.0,0.0,0.0,0.0,0.0,147.36664023992518
06534000,Marburg-Biedenkopf Landkreis,Marburg-Biedenkopf Landkreis,112332.98684736923,13.372974624686815,8378.20069750539,626.8588796609544,8.286014264539403,167.40430231305828,0.0,0.0,0.0,0.0,0.0,167.40430231305828
06535011,Lauterbach (Hessen),Lauterbach,7474.029007675385,0.8897653580565934,557.4401322593151,41.70779734247393,0.5513065459153673,11.138176297203646,0.0,0.0,0.0,0.0,0.0,11.138176297203646
06535000,Vogelsbergkreis Landkreis,Vogelsbergkreis Landkreis,7474.029007675385,0.8897653580565934,557.4401322593151,41.70779734247393,0.5513065459153673,11.138176297203646,0.0,0.0,0.0,0.0,0.0,11.138176297203646
06631014,Hosenfeld,Fulda-Jossa,15356.069524454637,1.8281035148160285,1145.3112394806772,85.69244714533106,1.1327092308137074,22.8843919952472,0.0,0.0,0.0,0.0,0.0,22.8843919952472
06631000,Fulda Landkreis,Fulda Landkreis,15356.069524454637,1.8281035148160285,1145.3112394806772,85.69244714533106,1.1327092308137074,22.8843919952472,0.0,0.0,0.0,0.0,0.0,22.8843919952472
06632002,Bad Hersfeld,Bad Hersfeld-Johannesberg,7566.758896108083,0.9008046304890576,564.3562629325077,42.22526381074284,0.5581465775024066,11.276367070121806,0.0,0.0,0.0,0.0,0.0,11.276367070121806
06632014,Neuenstein,Obersöllbach,3635.0116265617257,0.4327394793525864,271.11232238914585,20.284685556141167,0.2681292382119404,5.417078298391847,0.0,0.0,0.0,0.0,0.0,5.417078298391847
06632000,Hersfeld-Rotenburg Landkreis,Hersfeld-Rotenburg Landkreis,11201.770522669807,1.3335441098416438,835.4685853216536,62.509949366884,0.826275815714347,16.693445368513654,0.0,0.0,0.0,0.0,0.0,16.693445368513654
06633005,Calden,Kassel-Calden,286906.2748107648,34.15550890604343,21398.508302857583,1601.0412528239992,21.163057730299585,427.5622514087851,0.0,0.0,0.0,0.0,0.0,427.5622514087851
06633025,Trendelburg,Hölleberg,10330.109571402456,1.2297749489764829,770.456956993644,57.64576456515628,0.7619795187961776,15.394452103082957,0.0,0.0,0.0,0.0,0.0,15.394452103082957
06633000,Kassel Landkreis,Kassel Landkreis,315541.2643587816,37.564436233188296,23534.209454739423,1760.834898225438,23.27525948437732,470.2355620859127,0.0,0.0,0.0,0.0,0.0,470.2355620859127
06634005,Fritzlar,FritzlarAFB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06634000,Schwalm-Eder-Kreis Landkreis,Schwalm-Eder-Kreis Landkreis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06635001,Allendorf (Eder),Allendorf/Eder,69825.6059898209,8.312572141645346,5207.846396913949,389.6522506064872,5.150543785040591,104.057652007374,0.0,0.0,0.0,0.0,0.0,104.057652007374
06635002,Bad Arolsen,Mengeringhausen,17451.765003033594,2.0775910717897133,1301.6157926948276,97.38718932820836,1.2872939446807956,26.007503463197597,0.0,0.0,0.0,0.0,0.0,26.007503463197597
06635015,Korbach,Korbach,14002.21315333726,1.6669301373020549,1044.335731652067,78.13743670860501,1.032844769642934,20.866806710642063,0.0,0.0,0.0,0.0,0.0,20.866806710642063
06635016,Lichtenfels,Lichtenfels,23386.47786272621,2.7841045074674056,1744.2481557791473,130.50504329741844,1.7250559662513103,34.851712929959795,0.0,0.0,0.0,0.0,0.0,34.851712929959795
06635000,Waldeck-Frankenberg Landkreis,Waldeck-Frankenberg Landkreis,124666.06200891796,14.84119785820452,9298.046077039991,695.681919940719,9.195738465615632,185.7836751111735,0.0,0.0,0.0,0.0,0.0,185.7836751111735
07131007,Bad Neuenahr-Ahrweiler,Bad Neuenahr-Ahrweiler,107511.032648869,12.79893245819869,8018.561902499379,599.9506233109712,7.930332622013361,160.21838212131397,0.0,0.0,0.0,0.0,0.0,160.21838212131397
07131011,Berg,Berg,13890.937287218025,1.653683010383098,1036.0363748442358,77.51647694668232,1.0246367317384866,20.700977783140274,0.0,0.0,0.0,0.0,0.0,20.700977783140274
07131082,Wershofen,Wershofen,86535.53188539292,10.301849033975348,6454.133144223237,482.8997081885443,6.383117477025071,128.9596292872263,0.0,0.0,0.0,0.0,0.0,128.9596292872263
07131000,Ahrweiler Landkreis,Ahrweiler Landkreis,207937.50182147996,24.75446450255713,15508.731421566852,1160.366808446198,15.33808683077692,309.87898919168055,0.0,0.0,0.0,0.0,0.0,309.87898919168055
07132063,Kirchen (Sieg),Betzdorf-Kirchen,56268.49630096059,6.698630512019117,4196.708092493206,313.998652945573,4.150531167015445,83.85416100673912,0.0,0.0,0.0,0.0,0.0,83.85416100673912
07132000,Altenkirchen (Westerwald) Landkreis,Altenkirchen (Westerwald) Landkreis,56268.49630096059,6.698630512019117,4196.708092493206,313.998652945573,4.150531167015445,83.85416100673912,0.0,0.0,0.0,0.0,0.0,83.85416100673912
07133054,Langenlonsheim,Langenlonsheim,45882.74879649852,5.462231999583158,3422.101457095647,256.04240849945535,3.384447629267044,68.37679443990527,0.0,0.0,0.0,0.0,0.0,68.37679443990527
07133501,Bad Sobernheim,Bad Sobernheim-Domberg,92785.5263657567,11.045895995923416,6920.280351596411,517.7769481498686,6.84413560599152,138.27368738191026,0.0,0.0,0.0,0.0,0.0,138.27368738191026
07133000,Bad Kreuznach Landkreis,Bad Kreuznach Landkreis,138668.27516225522,16.508127995506573,10342.381808692058,773.8193566493239,10.228583235258563,206.65048182181556,0.0,0.0,0.0,0.0,0.0,206.65048182181556
07134031,Gollenberg,Stölln/Rhinow,45994.02466261776,5.475479126502114,3430.4008139034777,256.663368261378,3.392655667171492,68.54262336740705,0.0,0.0,0.0,0.0,0.0,68.54262336740705
07134042,Hoppstädten-Weiersbach,Hoppstädten-Weiersbach,32844.92648286131,3.9101102955787272,2449.693484444782,183.28662306084695,2.4227391881293188,48.94717176761205,0.0,0.0,0.0,0.0,0.0,48.94717176761205
07134045,Idar-Oberstein,Idar-Oberstein,69881.24392288053,8.319195705104825,5211.996075317865,389.9627304874486,5.154647803992814,104.14056647112491,0.0,0.0,0.0,0.0,0.0,104.14056647112491
07134000,Birkenfeld Landkreis,Birkenfeld Landkreis,148720.1950683596,17.704785127185666,11092.090373666124,829.9127218096736,10.970042659293624,221.630361606144,0.0,0.0,0.0,0.0,0.0,221.630361606144
07137230,Winningen,Koblenz-Winningen,370993.73764153454,44.165921147801726,27670.055597308536,2070.2798462502446,27.36559837342682,552.8736442909722,0.0,0.0,0.0,0.0,0.0,552.8736442909722
07137000,Mayen-Koblenz Landkreis,Mayen-Koblenz Landkreis,370993.73764153454,44.165921147801726,27670.055597308536,2070.2798462502446,27.36559837342682,552.8736442909722,0.0,0.0,0.0,0.0,0.0,552.8736442909722
07138009,Dattenberg,Dattenberg,2410.9770992501244,0.2870210832440624,179.8193975030049,13.454128174991592,0.1778408212630217,3.592960095872144,0.0,0.0,0.0,0.0,0.0,3.592960095872144
07138012,Dierdorf,Dierdorf-Wienau,27967.33435130144,3.329444565631124,2085.9050110348567,156.06788682990245,2.062953526651052,41.678337112116864,0.0,0.0,0.0,0.0,0.0,41.678337112116864
07138000,Neuwied Landkreis,Neuwied Landkreis,30378.31145055157,3.6164656488751863,2265.7244085378616,169.52201500489403,2.2407943479140737,45.27129720798901,0.0,0.0,0.0,0.0,0.0,45.27129720798901
07140100,Nannhausen,Nannhausen,11016.310745804414,1.311465564976716,821.6363239752685,61.475016430346194,0.8125957525402685,16.417063822677335,0.0,0.0,0.0,0.0,0.0,16.417063822677335
07140000,Rhein-Hunsrück-Kreis Landkreis,Rhein-Hunsrück-Kreis Landkreis,11016.310745804414,1.311465564976716,821.6363239752685,61.475016430346194,0.8125957525402685,16.417063822677335,0.0,0.0,0.0,0.0,0.0,16.417063822677335
07141040,Eschbach,Bremgarten,265430.03264975216,31.59881341068478,19796.7324389462,1481.1960187729203,19.578906414741283,395.5572684009394,0.0,0.0,0.0,0.0,0.0,395.5572684009394
07141000,Rhein-Lahn-Kreis Landkreis,Rhein-Lahn-Kreis Landkreis,265430.03264975216,31.59881341068478,19796.7324389462,1481.1960187729203,19.578906414741283,395.5572684009394,0.0,0.0,0.0,0.0,0.0,395.5572684009394
07143200,Ailertchen,Ailertchen,47088.23734612358,5.605742541205188,3512.011155847149,262.7694725869511,3.4733680398985545,70.17327448784133,0.0,0.0,0.0,0.0,0.0,70.17327448784133
07143243,Hof,Hof-Plauen,53245.50193805467,6.338750230720794,3971.242232547131,297.1292460800066,3.927546137277965,79.34914180960713,0.0,0.0,0.0,0.0,0.0,79.34914180960713
07143000,Westerwaldkreis Landkreis,Westerwaldkreis Landkreis,100333.73928417824,11.94449277192598,7483.25338839428,559.8987186669577,7.400914177176519,149.52241629744844,0.0,0.0,0.0,0.0,0.0,149.52241629744844
07231124,Traben-Trarbach,Traben-Trarbach,51242.53634790841,6.100301946179573,3821.853810006173,285.9519703653982,3.7798014549979153,76.36422111457487,0.0,0.0,0.0,0.0,0.0,76.36422111457487
07231000,Bernkastel-Wittlich Landkreis,Bernkastel-Wittlich Landkreis,51242.53634790841,6.100301946179573,3821.853810006173,285.9519703653982,3.7798014549979153,76.36422111457487,0.0,0.0,0.0,0.0,0.0,76.36422111457487
07232018,Bitburg,Bitburg,235051.7211992006,27.9823477618096,17531.00803040834,1311.6740037680263,17.33811206682721,350.28597119295046,0.0,0.0,0.0,0.0,0.0,350.28597119295046
07232022,Burg,Burg,6639.460011781111,0.7904119061644179,495.1949562005827,37.05059912805376,0.4897462616320136,9.89445934094021,0.0,0.0,0.0,0.0,0.0,9.89445934094021
07232311,Spangdahlem,Spangdahlem AirBas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07232000,Eifelkreis Bitburg-Prüm Landkreis,Eifelkreis Bitburg-Prüm Landkreis,241691.1812109817,28.77275966797401,18026.20298660892,1348.7246028960803,17.827858328459225,360.18043053389067,0.0,0.0,0.0,0.0,0.0,360.18043053389067
07233010,Boxberg,Unterschüpf,22793.006576756947,2.7134531638996364,1699.9849194707156,127.19325790049744,1.6812797640942592,33.96729198328358,0.0,0.0,0.0,0.0,0.0,33.96729198328358
07233000,Vulkaneifel Landkreis,Vulkaneifel Landkreis,22793.006576756947,2.7134531638996364,1699.9849194707156,127.19325790049744,1.6812797640942592,33.96729198328358,0.0,0.0,0.0,0.0,0.0,33.96729198328358
07235026,Föhren,Trier-Föhren,168786.94292519524,20.093683681570862,12588.74105134498,941.8924655430652,12.450225494728928,251.5348448656337,0.0,0.0,0.0,0.0,0.0,251.5348448656337
07235000,Trier-Saarburg Landkreis,Trier-Saarburg Landkreis,168786.94292519524,20.093683681570862,12588.74105134498,941.8924655430652,12.450225494728928,251.5348448656337,0.0,0.0,0.0,0.0,0.0,251.5348448656337
07315000,Mainz,Mainz-Finthen,483679.098064948,57.5808450077319,36074.537591372056,2699.1050984906205,35.67760475799697,720.8030715411193,0.0,0.0,0.0,0.0,0.0,720.8030715411193
07316000,Neustadt an der Weinstraße,Lachen-Speyerdorf,108234.32577864404,12.88503878317191,8072.507721750281,603.9868617634687,7.983684868392268,161.29627015007566,0.0,0.0,0.0,0.0,0.0,161.29627015007566
07318000,Speyer,Speyer,365467.0362909458,43.50798051082688,27257.854209186266,2039.4388447414176,26.95793249083928,544.6374742250498,0.0,0.0,0.0,0.0,0.0,544.6374742250498
07319000,Worms,Worms,396346.08913903387,47.184058230837365,29560.925723359363,2211.755178674964,29.23566300932336,590.6550016067968,0.0,0.0,0.0,0.0,0.0,590.6550016067968
07332002,Bad Dürkheim,Bad Dürkheim,96401.99201463188,11.476427620789512,7190.009447850918,537.9581404123561,7.110896837886052,143.6631275257185,0.0,0.0,0.0,0.0,0.0,143.6631275257185
07332000,Bad Dürkheim Landkreis,Bad Dürkheim Landkreis,96401.99201463188,11.476427620789512,7190.009447850918,537.9581404123561,7.110896837886052,143.6631275257185,0.0,0.0,0.0,0.0,0.0,143.6631275257185
07333034,Imsweiler,Imsweiler-Donnersberg,6379.81632416956,0.7595019433535191,475.8297903156437,35.601693016900825,0.4705941731883036,9.507525176769365,0.0,0.0,0.0,0.0,0.0,9.507525176769365
07333000,Donnersbergkreis Landkreis,Donnersbergkreis Landkreis,6379.81632416956,0.7595019433535191,475.8297903156437,35.601693016900825,0.4705941731883036,9.507525176769365,0.0,0.0,0.0,0.0,0.0,9.507525176769365
07335038,Ramstein-Miesenbach,Ramstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07335000,Kaiserslautern Landkreis,Kaiserslautern Landkreis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07337072,Schweighofen,Schweighofen,60738.07692341659,7.23072344326388,4530.065590941084,338.9405367161343,4.480220689510739,90.5149562613944,0.0,0.0,0.0,0.0,0.0,90.5149562613944
07337000,Südliche Weinstraße Landkreis,Südliche Weinstraße Landkreis,60738.07692341659,7.23072344326388,4530.065590941084,338.9405367161343,4.480220689510739,90.5149562613944,0.0,0.0,0.0,0.0,0.0,90.5149562613944
07339049,Oppenheim,Oppenheim,62277.39307139936,7.413975365642782,4644.87336011608,347.53048008939817,4.593765213855591,92.80892309183584,0.0,0.0,0.0,0.0,0.0,92.80892309183584
07339000,Mainz-Bingen Landkreis,Mainz-Bingen Landkreis,62277.39307139936,7.413975365642782,4644.87336011608,347.53048008939817,4.593765213855591,92.80892309183584,0.0,0.0,0.0,0.0,0.0,92.80892309183584
07340206,Contwig,Zweibrücken,63501.427598710965,7.559693761751306,4736.166285002221,354.3610374705477,4.68405363080451,94.63304129435554,0.0,0.0,0.0,0.0,0.0,94.63304129435554
07340222,Rieschweiler-Mühlbach,Pirmasens,189799.5356440444,22.59518281476719,14155.9362618904,1059.1503672527997,14.000176652352032,282.8488740088886,0.0,0.0,0.0,0.0,0.0,282.8488740088886
07340000,Südwestpfalz Landkreis,Südwestpfalz Landkreis,253300.96324275536,30.154876576518493,18892.10254689262,1413.5114047233471,18.68423028315654,377.48191530324414,0.0,0.0,0.0,0.0,0.0,377.48191530324414
08115010,Deckenpfronn,Sindelfingen,1075.6667058192863,0.1280555602165816,80.22711580903295,6.002611031919325,0.0793443664096558,1.603012965850649,0.0,0.0,0.0,0.0,0.0,1.603012965850649
08115054,Grafenau,Elsenthal-Grafenau,3171.3621843982405,0.3775431171902667,236.53166902318335,17.69735321479663,0.2339290802767439,4.726124433801051,0.0,0.0,0.0,0.0,0.0,4.726124433801051
08115000,Böblingen Landkreis,Böblingen Landkreis,4247.028890217527,0.5055986774068484,316.75878483221635,23.69996424671596,0.3132734466863998,6.3291373996517,0.0,0.0,0.0,0.0,0.0,6.3291373996517
08117006,Bad Ditzenbach,Bad Ditzenbach,8048.954315958107,0.95820884713787,600.3201424331086,44.91608944574116,0.5937147417550109,11.994959089296232,0.0,0.0,0.0,0.0,0.0,11.994959089296232
08117015,Donzdorf,Donzdorf-Messelberg,47996.990252764015,5.713927411043335,3579.789236444436,267.84064397598644,3.54040034945154,71.52754406243929,0.0,0.0,0.0,0.0,0.0,71.52754406243929
08117026,Göppingen,Göppingen-Bezgenriet,2262.6092777578087,0.2693582473521201,168.75358842589688,12.62618182576134,0.1668967707237588,3.3718548592030886,0.0,0.0,0.0,0.0,0.0,3.3718548592030886
08117000,Göppingen Landkreis,Göppingen Landkreis,58308.55384647993,6.941494505533326,4348.862967303441,325.38291524748894,4.30101186193031,86.8943580109386,0.0,0.0,0.0,0.0,0.0,86.8943580109386
08119008,Backnang,Backnang-Heiningen,46402.03617172162,5.5240519252049545,3460.8317888655247,258.94022072176125,3.422751806154464,69.15066276824696,0.0,0.0,0.0,0.0,0.0,69.15066276824696
08119000,Rems-Murr-Kreis Landkreis,Rems-Murr-Kreis Landkreis,46402.03617172162,5.5240519252049545,3460.8317888655247,258.94022072176125,3.422751806154464,69.15066276824696,0.0,0.0,0.0,0.0,0.0,69.15066276824696
08125078,Oedheim,Oedheim,34476.97251927678,4.104401490390092,2571.41738429297,192.39403290237976,2.5431237440612104,51.37932937097166,0.0,0.0,0.0,0.0,0.0,51.37932937097166
08125000,Heilbronn Landkreis,Heilbronn Landkreis,34476.97251927678,4.104401490390092,2571.41738429297,192.39403290237976,2.5431237440612104,51.37932937097166,0.0,0.0,0.0,0.0,0.0,51.37932937097166
