ags,municipality,airport,conveyance_capacity_inland_pkm,transport_capacity_inland_tkm,flight_kilometer_inland_km,eev_kerosene_inland_mwh,eev_petrol_inland_mwh,ghg_inland_tco2e,conveyance_capacity_overseas_pkm,transport_capacity_overseas_tkm,flight_kilometer_overseas_km,eev_kerosene_overseas_mwh,ghg_overseas_tco2e,sum_ghg_tco2e
01060092,Wahlstedt,Wahlstedt,35905.012801140314,4.274406285850037,2677.9257966601344,200.3630165137209,2.648460230501616,53.50746727391132,0.0,0.0,0.0,0.0,0.0,53.50746727391132
01060000,Segeberg Kreis,Segeberg Kreis,54302.62266618741,6.4645979364508825,4050.086122221525,303.02836381827217,4.005522497370212,80.92451662087413,0.0,0.0,0.0,0.0,0.0,80.92451662087413
01061042,Hohenlockstedt,"Itzehoe, Hungriger Wolf",175519.13282540906,20.895134860167744,13090.852138218755,979.460531139388,12.94681178794798,261.5674949794921,0.0,0.0,0.0,0.0,0.0,261.5674949794921
01061000,Steinburg Kreis,Steinburg Kreis,175519.13282540906,20.895134860167744,13090.852138218755,979.460531139388,12.94681178794798,261.5674949794921,0.0,0.0,0.0,0.0,0.0,261.5674949794921
03101000,Braunschweig,Braunschweig,286850.6368777052,34.14888534258395,21394.358624453667,1600.730772943038,21.15895371134736,427.4793369450342,0.0,0.0,0.0,0.0,0.0,427.4793369450342
03155001,Bad Gandersheim,Bad Gandersheim,40652.7830888944,4.839617034392191,3032.03168712759,226.85729968908896,2.998669847758028,60.58283484732107,0.0,0.0,0.0,0.0,0.0,60.58283484732107
03155011,Northeim,Northeim,43527.409630308015,5.181834479798573,3246.4317379965573,242.8987602054251,3.210710826956246,64.866748807784,0.0,0.0,0.0,0.0,0.0,64.866748807784
03155000,Northeim Landkreis,Northeim Landkreis,84180.19271920242,10.021451514190764,6278.463425124148,469.75605989451407,6.209380674714273,125.44958365510507,0.0,0.0,0.0,0.0,0.0,125.44958365510507
03158031,Uehrde,Uehrde,5508.155372902207,0.655732782488358,410.8181619876343,30.737508215173097,0.4062978762701342,8.208531911338667,0.0,0.0,0.0,0.0,0.0,8.208531911338667
03158000,Wolfenbüttel Landkreis,Wolfenbüttel Landkreis,5508.155372902207,0.655732782488358,410.8181619876343,30.737508215173097,0.4062978762701342,8.208531911338667,0.0,0.0,0.0,0.0,0.0,8.208531911338667
03251012,Diepholz,Diepholz-Dümmerland,59068.93893162805,7.032016539479529,4405.57523882362,329.626140287294,4.3571001209440325,88.02752234886752,0.0,0.0,0.0,0.0,0.0,88.02752234886752
03251025,Marl,Marl-Loemühle,289094.70017777645,34.416035735449576,21561.728986744925,1613.2534614751455,21.32448247575371,430.82355364965366,0.0,0.0,0.0,0.0,0.0,430.82355364965366
03251000,Diepholz Landkreis,Diepholz Landkreis,348163.6391094045,41.448052274929104,25967.304225568543,1942.8796017624395,25.681582596697744,518.8510759985212,0.0,0.0,0.0,0.0,0.0,518.8510759985212
03252003,Bad Pyrmont,Hameln-Pyrmont,44287.794715456126,5.272356513744777,3303.144009516736,247.14198524523013,3.266799085969968,65.99991314571292,0.0,0.0,0.0,0.0,0.0,65.99991314571292
03252000,Hameln-Pyrmont Landkreis,Hameln-Pyrmont Landkreis,44287.794715456126,5.272356513744777,3303.144009516736,247.14198524523013,3.266799085969968,65.99991314571292,0.0,0.0,0.0,0.0,0.0,65.99991314571292
03254021,Hildesheim,Hildesheim,458493.66036662745,54.582578615074695,34196.116500532975,2558.5612057087856,33.8198521789571,683.2704576165472,0.0,0.0,0.0,0.0,0.0,683.2704576165472
03254000,Hildesheim Landkreis,Hildesheim Landkreis,458493.66036662745,54.582578615074695,34196.116500532975,2558.5612057087856,33.8198521789571,683.2704576165472,0.0,0.0,0.0,0.0,0.0,683.2704576165472
03256001,Balge,Nienburg-Holzbalge,43879.783206352266,5.223783715041936,3272.713034554689,244.86513278484696,3.2367029469869952,65.39187374487302,0.0,0.0,0.0,0.0,0.0,65.39187374487302
03256000,Nienburg (Weser) Landkreis,Nienburg (Weser) Landkreis,43879.783206352266,5.223783715041936,3272.713034554689,244.86513278484696,3.2367029469869952,65.39187374487302,0.0,0.0,0.0,0.0,0.0,65.39187374487302
03257031,Rinteln,Rinteln,41413.16817404252,4.930139068338395,3088.7439586477685,231.100524728894,3.0547581067717497,61.71599918524997,0.0,0.0,0.0,0.0,0.0,61.71599918524997
03257000,Schaumburg Landkreis,Schaumburg Landkreis,41413.16817404252,4.930139068338395,3088.7439586477685,231.100524728894,3.0547581067717497,61.71599918524997,0.0,0.0,0.0,0.0,0.0,61.71599918524997
03355022,Lüneburg,Lüneburg,69807.06001213437,8.310364287158853,5206.463170779311,389.5487573128335,5.149175778723182,104.03001385279038,0.0,0.0,0.0,0.0,0.0,104.03001385279038
03355000,Lüneburg Landkreis,Lüneburg Landkreis,69807.06001213437,8.310364287158853,5206.463170779311,389.5487573128335,5.149175778723182,104.03001385279038,0.0,0.0,0.0,0.0,0.0,104.03001385279038
03356011,Worpswede,Hüttenbusch,32121.633353086272,3.8240039706055087,2395.7476651938805,179.25038460834952,2.3693869417504123,47.86928373885041,0.0,0.0,0.0,0.0,0.0,47.86928373885041
03356000,Osterholz Landkreis,Osterholz Landkreis,32121.633353086272,3.8240039706055087,2395.7476651938805,179.25038460834952,2.3693869417504123,47.86928373885041,0.0,0.0,0.0,0.0,0.0,47.86928373885041
03357016,Gnarrenburg,Karlshöfen,55823.39283648365,6.645642004343292,4163.510665261882,311.5148138978822,4.1176990153976565,83.19084529673194,0.0,0.0,0.0,0.0,0.0,83.19084529673194
03357022,Hellwege,Weser-Wümme,86924.99741681026,10.348213978191698,6483.180893050646,485.0730673552738,6.411845609690637,129.54003053348262,0.0,0.0,0.0,0.0,0.0,129.54003053348262
03357033,Lauenbrück,Lauenbrück,7640.94280685424,0.9096360484350284,569.8891674710617,42.63923698535796,0.563618602772038,11.386919688456333,0.0,0.0,0.0,0.0,0.0,11.386919688456333
03357039,Rotenburg (Wümme),Rotenburg (Wümme),145604.47081702095,17.333865573454876,10859.708383046856,812.5258484758383,10.740217597969105,216.98715163609387,0.0,0.0,0.0,0.0,0.0,216.98715163609387
03357000,Rotenburg (Wümme) Landkreis,Rotenburg (Wümme) Landkreis,295993.8038771691,35.23735760442489,22076.28910883045,1651.7529667143522,21.83338082582944,441.1049471547648,0.0,0.0,0.0,0.0,0.0,441.1049471547648
03358014,Hodenhagen,Hodenhagen,95419.05519724532,11.359411333005394,7116.698462715079,532.4729958487056,7.038392503063436,142.198305332786,0.0,0.0,0.0,0.0,0.0,142.198305332786
03358000,Heidekreis Landkreis,Heidekreis Landkreis,95419.05519724532,11.359411333005394,7116.698462715079,532.4729958487056,7.038392503063436,142.198305332786,0.0,0.0,0.0,0.0,0.0,142.198305332786
03359038,Stade,Stade ,81787.76159763883,9.736638285433196,6100.027253755781,456.4054250131763,6.03290785976866,121.88426171381656,0.0,0.0,0.0,0.0,0.0,121.88426171381656
03359000,Stade Landkreis,Stade Landkreis,81787.76159763883,9.736638285433196,6100.027253755781,456.4054250131763,6.03290785976866,121.88426171381656,0.0,0.0,0.0,0.0,0.0,121.88426171381656
03360009,Gerdau,Uelzen,88278.85378792764,10.509387355705671,6584.156400879257,492.62807779199983,6.511710070861411,131.55761581808773,0.0,0.0,0.0,0.0,0.0,131.55761581808773
03360000,Uelzen Landkreis,Uelzen Landkreis,88278.85378792764,10.509387355705671,6584.156400879257,492.62807779199983,6.511710070861411,131.55761581808773,0.0,0.0,0.0,0.0,0.0,131.55761581808773
03361012,Verden (Aller),Verden-Scharnhorst,71216.55431631136,8.478161228132306,5311.588357011837,397.4142476305208,5.25314425884618,106.1305136011464,0.0,0.0,0.0,0.0,0.0,106.1305136011464
03361000,Verden Landkreis,Verden Landkreis,71216.55431631136,8.478161228132306,5311.588357011837,397.4142476305208,5.25314425884618,106.1305136011464,0.0,0.0,0.0,0.0,0.0,106.1305136011464
03402000,Emden,Emden,139873.76371188028,16.651638537128605,10432.29150744356,780.5464207368198,10.317503645890074,208.4469618697516,0.0,0.0,0.0,0.0,0.0,208.4469618697516
03404000,Osnabrück,Osnabrück-Atterheide,153727.60904372524,18.30090583853872,11465.56143001852,857.8559110961946,11.339404364993747,229.09266334372464,0.0,0.0,0.0,0.0,0.0,229.09266334372464
03451007,Westerstede,Westerstede-Felde,52262.565120668085,6.221733942936677,3897.9312474112903,291.6441015163562,3.855041802455348,77.88431961667465,0.0,0.0,0.0,0.0,0.0,77.88431961667465
03451008,Wiefelstede,Wiefelstede/Conneforde,29154.27692323997,3.4707472527666625,2174.431483651721,162.69145762374447,2.150505930965155,43.44717900546931,0.0,0.0,0.0,0.0,0.0,43.44717900546931
03451000,Ammerland Landkreis,Ammerland Landkreis,81416.84204390805,9.69248119570334,6072.362731063011,454.3355591401007,6.005547733420503,121.33149862214395,0.0,0.0,0.0,0.0,0.0,121.33149862214395
03452002,Baltrum,Baltrum,26594.932002497524,3.1660633336306576,1983.546277071608,148.4093830995226,1.9617210591628704,39.63311367292811,0.0,0.0,0.0,0.0,0.0,39.63311367292811
03452013,Juist,Juist,290318.734705088,34.561754131558104,21653.021911631065,1620.0840188562952,21.41477089270263,432.6476718521734,0.0,0.0,0.0,0.0,0.0,432.6476718521734
03452019,Norden,Norden-Norddeich,162258.75877953335,19.3165189023254,12101.84545195223,905.462826176934,11.96868727100136,241.8062144521953,0.0,0.0,0.0,0.0,0.0,241.8062144521953
03452020,Norderney,Norderney,117655.68244340608,14.006628862310246,8775.186598146638,656.5614549395897,8.67863207763546,175.33645267856062,0.0,0.0,0.0,0.0,0.0,175.33645267856062
03452000,Aurich Landkreis,Aurich Landkreis,596828.107930525,71.05096522982441,44513.60023880154,3330.517683072341,44.02381130050232,889.4234526558573,0.0,0.0,0.0,0.0,0.0,889.4234526558573
03453001,Barßel,Barßel,12203.253317742936,1.4527682521122542,910.1627965921324,68.09858722418821,0.9001481568543713,18.18590571602977,0.0,0.0,0.0,0.0,0.0,18.18590571602977
03453004,Cloppenburg,Cloppenburg-Varrelbusch,72996.96817421915,8.690115258835613,5444.378065937132,407.34960382128384,5.384472865317334,108.78377644117504,0.0,0.0,0.0,0.0,0.0,108.78377644117504
03453000,Cloppenburg Landkreis,Cloppenburg Landkreis,85200.22149196209,10.142883510947868,6354.540862529265,475.4481910454721,6.284621022171705,126.96968215720484,0.0,0.0,0.0,0.0,0.0,126.96968215720484
03454035,Meppen,Meppen (WTD91),612.0172636558008,0.072859198054262,45.64646244307047,3.4152786905747883,0.0451442084744593,0.912059101259852,0.0,0.0,0.0,0.0,0.0,0.912059101259852
03454000,Emsland Landkreis,Emsland Landkreis,612.0172636558008,0.072859198054262,45.64646244307047,3.4152786905747883,0.0451442084744593,0.912059101259852,0.0,0.0,0.0,0.0,0.0,0.912059101259852
03455021,Wangerooge,Wangerooge,214836.60552087263,25.575786371532452,16023.291543652374,1198.8663136854043,15.846985180852643,320.16038269679166,0.0,0.0,0.0,0.0,0.0,320.16038269679166
03455000,Friesland Landkreis,Friesland Landkreis,214836.60552087263,25.575786371532452,16023.291543652374,1198.8663136854043,15.846985180852643,320.16038269679166,0.0,0.0,0.0,0.0,0.0,320.16038269679166
03456015,Nordhorn,Nordhorn-Lingen,167896.73599624136,19.987706666219207,12522.346196882332,936.9247874476836,12.38456119149335,250.20821344561935,0.0,0.0,0.0,0.0,0.0,250.20821344561935
03456000,Grafschaft Bentheim Landkreis,Grafschaft Bentheim Landkreis,167896.73599624136,19.987706666219207,12522.346196882332,936.9247874476836,12.38456119149335,250.20821344561935,0.0,0.0,0.0,0.0,0.0,250.20821344561935
03457002,Borkum,Borkum,100315.19330649172,11.94228491743949,7481.870162259643,559.795225373304,7.399546170859112,149.49477814286482,0.0,0.0,0.0,0.0,0.0,149.49477814286482
03457013,Leer (Ostfriesland),Leer-Papenburg,178523.58121062844,21.25280728697957,13314.934772030194,996.2264447113004,13.168428811368054,266.04487602204046,0.0,0.0,0.0,0.0,0.0,266.04487602204046
03457000,Leer Landkreis,Leer Landkreis,278838.7745171201,33.19509220441907,20796.80493428984,1556.0216700846045,20.567974982227167,415.5396541649053,0.0,0.0,0.0,0.0,0.0,415.5396541649053
03458005,Ganderkesee,Ganderkesee,196698.63934343704,23.416504683742502,14670.496383975922,1097.649872492006,14.509075002427757,293.1302675139996,0.0,0.0,0.0,0.0,0.0,293.1302675139996
03458007,Großenkneten,Ahlhorn,797.477040521195,0.0949377429191898,59.478723789455465,4.450211627112603,0.0588242716485379,1.1884406470961706,0.0,0.0,0.0,0.0,0.0,1.1884406470961706
03458009,Hatten,Oldenburg-Hatten,69157.95079310548,8.233089380131606,5158.050256066963,385.9264920349511,5.101295557613907,103.06267844236324,0.0,0.0,0.0,0.0,0.0,103.06267844236324
03458000,Oldenburg Landkreis,Oldenburg Landkreis,266654.0671770637,31.7445318067933,19888.02536383234,1488.0265761540695,19.6691948316902,397.3813866034591,0.0,0.0,0.0,0.0,0.0,397.3813866034591
03459013,Bohmte,Bohmte-Bad Essen,87889.38825651031,10.463022411489325,6555.108652051848,490.4547186252704,6.482981938195846,130.97721457183147,0.0,0.0,0.0,0.0,0.0,130.97721457183147
03459014,Bramsche,Achmer,82140.13517368308,9.778587520676558,6126.308550313914,458.37179759259817,6.05889997979941,122.4093866509056,0.0,0.0,0.0,0.0,0.0,122.4093866509056
03459024,Melle,Melle-Grönegau,78542.21550249444,9.350263750296955,5857.962680194044,438.2940986237645,5.7935067542222844,117.047584661681,0.0,0.0,0.0,0.0,0.0,117.047584661681
03459000,Osnabrück Landkreis,Osnabrück Landkreis,248571.73893268785,29.591873682462836,18539.37988255981,1387.1206148416331,18.33538867221754,370.43418588441807,0.0,0.0,0.0,0.0,0.0,370.43418588441807
03460002,Damme,Damme,288946.33235628414,34.39837289955764,21550.66317766781,1612.4255151259151,21.31353842521445,430.6024484129846,0.0,0.0,0.0,0.0,0.0,430.6024484129846
03460000,Vechta Landkreis,Vechta Landkreis,288946.33235628414,34.39837289955764,21550.66317766781,1612.4255151259151,21.31353842521445,430.6024484129846,0.0,0.0,0.0,0.0,0.0,430.6024484129846
03462001,Blomberg,Blomberg-Borkhausen,29933.20798607462,3.5634771411993595,2232.526981306537,167.0381759572033,2.2079621962962848,44.60798149798185,0.0,0.0,0.0,0.0,0.0,44.60798149798185
03462007,Langeoog,Langeoog,64614.18625990333,7.692165030940873,4819.159853080531,360.5706350897746,4.766134009848982,96.29133056937349,0.0,0.0,0.0,0.0,0.0,96.29133056937349
03462000,Wittmund Landkreis,Wittmund Landkreis,94547.39424597796,11.255642172140233,7051.686834387068,527.608811046978,6.974096206145267,140.8993120673553,0.0,0.0,0.0,0.0,0.0,140.8993120673553
05114000,Krefeld,Krefeld-Egelsberg,104710.59001820156,12.46554643073828,7809.694756168967,584.3231359692502,7.723763668084775,156.04502077918556,0.0,0.0,0.0,0.0,0.0,156.04502077918556
05116000,Mönchengladbach,Mönchengladbach,394380.21550426073,46.95002565526914,29414.303753087686,2200.784889547663,29.09065433967813,587.7253572209319,0.0,0.0,0.0,0.0,0.0,587.7253572209319
05117000,Mülheim an der Ruhr,Essen/Mülheim,540707.9794510567,64.36999755369723,40327.95795538544,3017.346976475999,39.88422418402614,805.7903968857875,0.0,0.0,0.0,0.0,0.0,805.7903968857875
05154016,Goch,Goch-Asperden,107028.837229019,12.74152824154988,7982.598022998779,597.2597976759729,7.894764457760757,159.49979010213957,0.0,0.0,0.0,0.0,0.0,159.49979010213957
05154000,Kleve Kreis,Kleve Kreis,107028.837229019,12.74152824154988,7982.598022998779,597.2597976759729,7.894764457760757,159.49979010213957,0.0,0.0,0.0,0.0,0.0,159.49979010213957
05166008,Grefrath,Grefrath-Niershorst,187407.1045224808,22.31036958600962,13977.500090522031,1045.7997323714617,13.823703837406418,279.28355206760006,0.0,0.0,0.0,0.0,0.0,279.28355206760006
05166000,Viersen Kreis,Viersen Kreis,187407.1045224808,22.31036958600962,13977.500090522031,1045.7997323714617,13.823703837406418,279.28355206760006,0.0,0.0,0.0,0.0,0.0,279.28355206760006
05170020,Kamp-Lintfort,Kamp-Lintfort,48293.72589574864,5.749253082827219,3601.920854598652,269.49653667444693,3.562288450530066,71.9697545357774,0.0,0.0,0.0,0.0,0.0,71.9697545357774
05170048,Wesel,Wesel-Römerwardt,48442.09371724096,5.766915918719162,3612.98666367576,270.3244830236772,3.573232501069329,72.19085977244647,0.0,0.0,0.0,0.0,0.0,72.19085977244647
05170000,Wesel Kreis,Wesel Kreis,96735.8196129896,11.51616900154638,7214.907518274412,539.8210196981241,7.1355209515993945,144.16061430822387,0.0,0.0,0.0,0.0,0.0,144.16061430822387
05334036,Würselen,Aachen-Merzbrück,441320.085028892,52.53810536058238,32915.24909985773,2462.726415785384,32.55307832903742,657.6775264721041,0.0,0.0,0.0,0.0,0.0,657.6775264721041
05334000,Städteregion Aachen Kreis,Städteregion Aachen Kreis,441320.085028892,52.53810536058238,32915.24909985773,2462.726415785384,32.55307832903742,657.6775264721041,0.0,0.0,0.0,0.0,0.0,657.6775264721041
05358052,Nörvenich,Nörvenich,81806.30757532538,9.738846139919689,6101.41047989042,456.5089183068301,6.034275866086068,121.9118998684002,0.0,0.0,0.0,0.0,0.0,121.9118998684002
05358000,Düren Kreis,Düren Kreis,81806.30757532538,9.738846139919689,6101.41047989042,456.5089183068301,6.034275866086068,121.9118998684002,0.0,0.0,0.0,0.0,0.0,121.9118998684002
05366012,Dahlem (NRW),Dahlemer Binz,181657.8514396536,21.625934695196857,13548.6999887841,1013.7168113387896,13.399621879009985,270.7157241466742,0.0,0.0,0.0,0.0,0.0,270.7157241466742
05366000,Euskirchen Kreis,Euskirchen Kreis,181657.8514396536,21.625934695196857,13548.6999887841,1013.7168113387896,13.399621879009985,270.7157241466742,0.0,0.0,0.0,0.0,0.0,270.7157241466742
05370012,Geilenkirchen,Geilenkirchen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05370000,Heinsberg Kreis,Heinsberg Kreis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05374004,Bergneustadt,"Bergneustadt, Auf d. Dümpel",98052.58402873392,11.672926670087367,7313.116573833746,547.1690435475426,7.232649400135353,146.12292328366172,0.0,0.0,0.0,0.0,0.0,146.12292328366172
05374052,Wipperfürth,Wipperfürth-Neye,80007.34773973105,9.524684254729888,5967.237544830486,446.4700688224133,5.9015792532975055,119.23099887378793,0.0,0.0,0.0,0.0,0.0,119.23099887378793
05374000,Oberbergischer Kreis Kreis,Oberbergischer Kreis Kreis,178059.93176846497,21.19761092481725,13280.354118664232,993.639112369956,13.134228653432858,265.35392215744963,0.0,0.0,0.0,0.0,0.0,265.35392215744963
05382056,Sankt Augustin,Bonn/Hangelar,729839.8598983857,86.88569760695067,54434.09807642885,4072.771585157262,53.83515260895149,1087.6442973296653,0.0,0.0,0.0,0.0,0.0,1087.6442973296653
05382000,Rhein-Sieg-Kreis Kreis,Rhein-Sieg-Kreis Kreis,729839.8598983857,86.88569760695067,54434.09807642885,4072.771585157262,53.83515260895149,1087.6442973296653,0.0,0.0,0.0,0.0,0.0,1087.6442973296653
05554012,Borken,Borken-Hoxfeld,96865.6414567954,11.531623982951832,7224.5901012168815,540.5454727537007,7.14509699582125,144.3540813903093,0.0,0.0,0.0,0.0,0.0,144.3540813903093
05554056,Stadtlohn,Stadtlohn-Wenningfeld,360793.4499139378,42.951601180230696,26909.281223257363,2013.358534740665,26.6131948988525,537.6726592699745,0.0,0.0,0.0,0.0,0.0,537.6726592699745
05554000,Borken Kreis,Borken Kreis,457659.0913707332,54.48322516318253,34133.87132447425,2553.904007494365,33.75829189467375,682.0267406602837,0.0,0.0,0.0,0.0,0.0,682.0267406602837
05558024,Lüdinghausen,Borkenberge,254302.4460378285,30.274100718789107,18966.796758163106,1419.1000425806517,18.75810262429657,378.9743756507602,0.0,0.0,0.0,0.0,0.0,378.9743756507602
05558000,Coesfeld Kreis,Coesfeld Kreis,254302.4460378285,30.274100718789107,18966.796758163106,1419.1000425806517,18.75810262429657,378.9743756507602,0.0,0.0,0.0,0.0,0.0,378.9743756507602
05566076,Rheine,Rheine-Eschendorf,79840.43394055219,9.504813564351451,5954.788509618739,445.5386291795292,5.8892671964408345,118.98225548253522,0.0,0.0,0.0,0.0,0.0,118.98225548253522
05566000,Steinfurt Kreis,Steinfurt Kreis,79840.43394055219,9.504813564351451,5954.788509618739,445.5386291795292,5.8892671964408345,118.98225548253522,0.0,0.0,0.0,0.0,0.0,118.98225548253522
05570004,Ahlen,Ahlen-Nord,14373.132707068047,1.7110872270319104,1072.0002543448368,80.20730258168064,1.060204895991091,21.4195698023147,0.0,0.0,0.0,0.0,0.0,21.4195698023147
05570028,Oelde,Oelde-Bergeler,6435.4542572291775,0.7661255068129973,479.9794687195592,35.91217289786217,0.4746981921405271,9.59043964052026,0.0,0.0,0.0,0.0,0.0,9.59043964052026
