ags,municipality,airport,conveyance_capacity_inland_pkm,transport_capacity_inland_tkm,flight_kilometer_inland_km,flight_kilometer_share_inland,eev_kerosene_inland_mwh,eev_petrol_inland_mwh,ghg_inland_tco2e,conveyance_capacity_overseas_pkm,transport_capacity_overseas_tkm,flight_kilometer_overseas_km,flight_kilometer_share_overseas,eev_kerosene_overseas_mwh,ghg_overseas_tco2e,sum_ghg_tco2e
06632002,Bad Hersfeld,Bad Hersfeld-Johannesberg,7566.758896,0.90080463,564.3562629,0.000180161,42.22526381,0.558146578,11.27636707,0,0,0,0,0,0,11.27636707
06632014,Neuenstein,Obersöllbach,3635.011627,0.432739479,271.1123224,8.65479E-05,20.28468556,0.268129238,5.417078298,0,0,0,0,0,0,5.417078298
06633005,Calden,Kassel-Calden,286906.2748,34.15550891,21398.5083,0.006831102,1601.041253,21.16305773,427.5622514,0,0,0,0,0,0,427.5622514
06633025,Trendelburg,Hölleberg,10330.10957,1.229774949,770.456957,0.000245955,57.64576457,0.761979519,15.3944521,0,0,0,0,0,0,15.3944521
06633028,Wolfhagen,Granerberg b. Wolfhagen,18304.87998,2.179152378,1365.244195,0.00043583,102.1478808,1.350222235,27.27885857,0,0,0,0,0,0,27.27885857
06635001,Allendorf (Eder),Allendorf/Eder,69825.60599,8.312572142,5207.846397,0.001662514,389.6522506,5.150543785,104.057652,0,0,0,0,0,0,104.057652
06635002,Bad Arolsen,Mengeringhausen,17451.765,2.077591072,1301.615793,0.000415518,97.38718933,1.287293945,26.00750346,0,0,0,0,0,0,26.00750346
06635015,Korbach,Korbach,14002.21315,1.666930137,1044.335732,0.000333386,78.13743671,1.03284477,20.86680671,0,0,0,0,0,0,20.86680671
06635016,Lichtenfels,Lichtenfels,23386.47786,2.784104507,1744.248156,0.000556821,130.5050433,1.725055966,34.85171293,0,0,0,0,0,0,34.85171293
07000000,Rheinland-Pfalz,Rheinland-Pfalz,4667838.007,19436.64738,295855.6326,0.087533534,22135.98565,292.6002946,5911.472828,1772000000,554611000,18458286,0.012626733,1431278.778,377459.1294,383370.6022
07131007,Bad Neuenahr-Ahrweiler,Bad Neuenahr-Ahrweiler,107511.0326,12.79893246,8018.561902,0.002559786,599.9506233,7.930332622,160.2183821,0,0,0,0,0,0,160.2183821
07131011,Berg,Berg,13890.93729,1.65368301,1036.036375,0.000330737,77.51647695,1.024636732,20.70097778,0,0,0,0,0,0,20.70097778
07131082,Wershofen,Wershofen,86535.53189,10.30184903,6454.133144,0.00206037,482.8997082,6.383117477,128.9596293,0,0,0,0,0,0,128.9596293
07132063,Kirchen (Sieg),Betzdorf-Kirchen,56268.4963,6.698630512,4196.708092,0.001339726,313.9986529,4.150531167,83.85416101,0,0,0,0,0,0,83.85416101
07133054,Langenlonsheim,Langenlonsheim,45882.7488,5.462232,3422.101457,0.001092446,256.0424085,3.384447629,68.37679444,0,0,0,0,0,0,68.37679444
07133501,Bad Sobernheim,Bad Sobernheim-Domberg,92785.52637,11.045896,6920.280352,0.002209179,517.7769481,6.844135606,138.2736874,0,0,0,0,0,0,138.2736874
07134031,Gollenberg,Stölln/Rhinow,45994.02466,5.475479127,3430.400814,0.001095096,256.6633683,3.392655667,68.54262337,0,0,0,0,0,0,68.54262337
07134042,Hoppstädten-Weiersbach,Hoppstädten-Weiersbach,32844.92648,3.910110296,2449.693484,0.000782022,183.2866231,2.422739188,48.94717177,0,0,0,0,0,0,48.94717177
07134045,Idar-Oberstein,Idar-Oberstein,69881.24392,8.319195705,5211.996075,0.001663839,389.9627305,5.154647804,104.1405665,0,0,0,0,0,0,104.1405665
07137230,Winningen,Koblenz-Winningen,370993.7376,44.16592115,27670.0556,0.008833184,2070.279846,27.36559837,552.8736443,0,0,0,0,0,0,552.8736443
07138009,Dattenberg,Dattenberg,2410.977099,0.287021083,179.8193975,5.74042E-05,13.45412817,0.177840821,3.592960096,0,0,0,0,0,0,3.592960096
07138012,Dierdorf,Dierdorf-Wienau,27967.33435,3.329444566,2085.905011,0.000665889,156.0678868,2.062953527,41.67833711,0,0,0,0,0,0,41.67833711
07140082,Lautzenhausen,Hahn,1020752.949,19002.47059,23842.83004,0.000698176,1783.925961,23.58048428,476.4020907,1772000000,554611000,18458286,0.012626733,1431278.778,377459.1294,377935.5315
07140100,Nannhausen,Nannhausen,11016.31075,1.311465565,821.636324,0.000262293,61.47501643,0.812595753,16.41706382,0,0,0,0,0,0,16.41706382
07141040,Eschbach,Bremgarten,265430.0326,31.59881341,19796.73244,0.006319763,1481.196019,19.57890641,395.5572684,0,0,0,0,0,0,395.5572684
07143200,Ailertchen,Ailertchen,47088.23735,5.605742541,3512.011156,0.001121149,262.7694726,3.47336804,70.17327449,0,0,0,0,0,0,70.17327449
07143243,Hof,Hof-Plauen,53245.50194,6.338750231,3971.242233,0.00126775,297.1292461,3.927546137,79.34914181,0,0,0,0,0,0,79.34914181
07231124,Traben-Trarbach,Traben-Trarbach,51242.53635,6.100301946,3821.85381,0.00122006,285.9519704,3.779801455,76.36422111,0,0,0,0,0,0,76.36422111
07232018,Bitburg,Bitburg,235051.7212,27.98234776,17531.00803,0.00559647,1311.674004,17.33811207,350.2859712,0,0,0,0,0,0,350.2859712
07232022,Burg,Burg,6639.460012,0.790411906,495.1949562,0.000158082,37.05059913,0.489746262,9.894459341,0,0,0,0,0,0,9.894459341
07233010,Boxberg,Unterschüpf,22793.00658,2.713453164,1699.984919,0.000542691,127.1932579,1.681279764,33.96729198,0,0,0,0,0,0,33.96729198
07235026,Föhren,Trier-Föhren,168786.9429,20.09368368,12588.74105,0.004018737,941.8924655,12.45022549,251.5348449,0,0,0,0,0,0,251.5348449
07315000,Mainz,Mainz-Finthen,483679.0981,57.58084501,36074.53759,0.011516169,2699.105098,35.67760476,720.8030715,0,0,0,0,0,0,720.8030715
07316000,Neustadt an der Weinstraße,Lachen-Speyerdorf,108234.3258,12.88503878,8072.507722,0.002577008,603.9868618,7.983684868,161.2962702,0,0,0,0,0,0,161.2962702
07318000,Speyer,Speyer,365467.0363,43.50798051,27257.85421,0.008701596,2039.438845,26.95793249,544.6374742,0,0,0,0,0,0,544.6374742
07319000,Worms,Worms,396346.0891,47.18405823,29560.92572,0.009436812,2211.755179,29.23566301,590.6550016,0,0,0,0,0,0,590.6550016
07332002,Bad Dürkheim,Bad Dürkheim,96401.99201,11.47642762,7190.009448,0.002295286,537.9581404,7.110896838,143.6631275,0,0,0,0,0,0,143.6631275
07333034,Imsweiler,Imsweiler-Donnersberg,6379.816324,0.759501943,475.8297903,0.0001519,35.60169302,0.470594173,9.507525177,0,0,0,0,0,0,9.507525177
07337072,Schweighofen,Schweighofen,60738.07692,7.230723443,4530.065591,0.001446145,338.9405367,4.48022069,90.51495626,0,0,0,0,0,0,90.51495626
07339049,Oppenheim,Oppenheim,62277.39307,7.413975366,4644.87336,0.001482795,347.5304801,4.593765214,92.80892309,0,0,0,0,0,0,92.80892309
07340206,Contwig,Zweibrücken,63501.4276,7.559693762,4736.166285,0.001511939,354.3610375,4.684053631,94.63304129,0,0,0,0,0,0,94.63304129
07340222,Rieschweiler-Mühlbach,Pirmasens,189799.5356,22.59518281,14155.93626,0.004519037,1059.150367,14.00017665,282.848874,0,0,0,0,0,0,282.848874
08000000,Baden-Württemberg,Baden-Württemberg,766426274.9,5572645.985,9839305.219,0.215548394,736179.0519,9731.042062,196598.54,7641000000,25611000,58342533,0.039910292,4523953.597,1193064.281,1389662.821
08111000,Stuttgart,Stuttgart,724148812.9,5572017.716,8302304.007,0.079429518,621180.272,8210.952675,165887.8153,6521000000,24265000,48586431,0.03323645,3767453.142,993558.7706,1159446.586
08115010,Deckenpfronn,Sindelfingen,1075.666706,0.12805556,80.22711581,2.56111E-05,6.002611032,0.079344366,1.603012966,0,0,0,0,0,0,1.603012966
08115054,Grafenau,Elsenthal-Grafenau,3171.362184,0.377543117,236.531669,7.55086E-05,17.69735321,0.23392908,4.726124434,0,0,0,0,0,0,4.726124434
08116033,Kirchheim unter Teck,Nabern/Teck,369880.979,44.03344988,27587.06203,0.00880669,2064.070249,27.28351799,551.215355,0,0,0,0,0,0,551.215355
08117006,Bad Ditzenbach,Bad Ditzenbach,8048.954316,0.958208847,600.3201424,0.000191642,44.91608945,0.593714742,11.99495909,0,0,0,0,0,0,11.99495909
08117015,Donzdorf,Donzdorf-Messelberg,47996.99025,5.713927411,3579.789236,0.001142785,267.840644,3.540400349,71.52754406,0,0,0,0,0,0,71.52754406
08117026,Göppingen,Göppingen-Bezgenriet,2262.609278,0.269358247,168.7535884,5.38716E-05,12.62618183,0.166896771,3.371854859,0,0,0,0,0,0,3.371854859
08119008,Backnang,Backnang-Heiningen,46402.03617,5.524051925,3460.831789,0.00110481,258.9402207,3.422751806,69.15066277,0,0,0,0,0,0,69.15066277
08125078,Oedheim,Oedheim,34476.97252,4.10440149,2571.417384,0.00082088,192.3940329,2.543123744,51.37932937,0,0,0,0,0,0,51.37932937
08126039,Ingelfingen,Ingelfingen-Bühlhof,1409.494304,0.167796941,105.1251862,3.35594E-05,7.865490318,0.10396848,2.100499748,0,0,0,0,0,0,2.100499748
08127076,Schwäbisch Hall,Schwäbisch Hall,287926.3036,34.2769409,21474.58574,0.006855388,1606.733384,21.23829808,429.0823499,0,0,0,0,0,0,429.0823499
08128082,Niederstetten,Niederstetten,64558.54833,7.685541467,4815.010175,0.001537108,360.2601552,4.762029991,96.20841611,0,0,0,0,0,0,96.20841611
08135015,Gerstetten,Gerstetten,36572.668,4.353889047,2727.721938,0.000870778,204.0887751,2.697708458,54.50244084,0,0,0,0,0,0,54.50244084
08135016,Giengen an der Brenz,Giengen/Brenz,54543.72038,6.493300045,4068.068062,0.00129866,304.3737766,4.023306579,81.28381263,0,0,0,0,0,0,81.28381263
08136010,Bopfingen,Bopfingen,21698.79389,2.583189749,1618.374578,0.000516638,121.0871536,1.600567391,32.33664086,0,0,0,0,0,0,32.33664086
08136028,Heubach,Heubach,204487.95,24.34380357,15251.45136,0.004868761,1141.117056,15.08363766,304.7382924,0,0,0,0,0,0,304.7382924
08136045,Neresheim,Aalen-Heidenheim,381843.1346,45.45751602,28479.24289,0.009091503,2130.823423,28.16588207,569.0419647,0,0,0,0,0,0,569.0419647
08215009,Bruchsal,Bruchsal,39540.02443,4.707145765,2949.038119,0.000941429,220.6477021,2.916589469,58.92454557,0,0,0,0,0,0,58.92454557
08216063,Rheinmünster,Karlsruhe/Baden-Baden,13168230.56,20.02744805,605750.2443,0.009434859,45322.3709,599.0850955,12103.45761,861000000,1346000,6864583,0.004695845,532288.4242,140375.9549,152479.4125
08222000,Mannheim,Mannheim,410403.9402,48.85761193,30609.41113,0.009771522,2290.203095,30.2726118,611.6047228,0,0,0,0,0,0,611.6047228
08225058,Mosbach,Mosbach-Lohrbach,177985.7479,21.18877951,13274.82121,0.004237756,993.2251392,13.12875663,265.2433695,0,0,0,0,0,0,265.2433695
08225075,Osterburken,Schlierstadt-Seligenberg,23609.02959,2.810598761,1760.846869,0.00056212,131.7469628,1.741472042,35.18337078,0,0,0,0,0,0,35.18337078
08225109,Walldürn,Walldürn,141839.6373,16.88567111,10578.91348,0.003377134,791.5167099,10.46251232,211.3766063,0,0,0,0,0,0,211.3766063
08226032,Hockenheim,Herrenteich,77355.27293,9.208961063,5769.436208,0.001841792,431.6705278,5.70595435,115.2787428,0,0,0,0,0,0,115.2787428
08226095,Walldorf,Walldorf,62425.76089,7.431638202,4655.939169,0.001486328,348.3584264,4.604709264,93.03002833,0,0,0,0,0,0,93.03002833
08235080,Wildberg,Wächtersberg-Hub,60867.89877,7.246178425,4539.748174,0.001449236,339.6649898,4.489796734,90.70842334,0,0,0,0,0,0,90.70842334
08311000,Freiburg im Breisgau,Freiburg i. Br.,252874.4058,30.10409592,18860.28835,0.006020819,1411.131059,18.65276614,376.8462377,0,0,0,0,0,0,376.8462377
08317026,Ettenheim,Altdorf-Wallburg,62945.04827,7.493458127,4694.669501,0.001498692,351.2562387,4.643013441,93.80389666,0,0,0,0,0,0,93.80389666
08317057,Kehl,Kehl-Sundheim,47867.16841,5.69847243,3570.106654,0.001139694,267.1161909,3.530824305,71.33407698,0,0,0,0,0,0,71.33407698
08317065,Lahr/Schwarzwald,Lahr,105600.7969,12.57152345,7876.089611,0.002514305,589.2908141,7.789427971,157.3716522,0,0,0,0,0,0,157.3716522
08317096,Offenburg,Offenburg,22106.8054,2.631762548,1648.805552,0.000526353,123.364006,1.63066353,32.94468026,0,0,0,0,0,0,32.94468026
08325049,Rottweil,Rottweil-Zepfenhan,30712.13905,3.65620703,2290.622479,0.000731241,171.3848943,2.265418462,45.76878399,0,0,0,0,0,0,45.76878399
08325057,Sulz am Neckar,Sulz am Neckar-Kastell,15615.71321,1.859013478,1164.676405,0.000371803,87.14135326,1.151861319,23.27132616,0,0,0,0,0,0,23.27132616
08325070,Fluorn-Winzeln,Winzeln-Schramberg,155749.1206,18.54156198,11616.33308,0.003708312,869.1366801,11.48851705,232.1052222,0,0,0,0,0,0,232.1052222
08326005,Blumberg,Blumberg,33772.22537,4.02050302,2518.854791,0.000804101,188.4612877,2.491139504,50.3290795,0,0,0,0,0,0,50.3290795
08326012,Donaueschingen,Donaueschingen-Villingen,169343.3223,20.15991932,12630.23784,0.004031984,944.9972644,12.49126568,252.3639895,0,0,0,0,0,0,252.3639895
08326074,Villingen-Schwenningen,Schwenningen a. N.,74740.29008,8.897653581,5574.401323,0.001779531,417.0779734,5.513065459,111.381763,0,0,0,0,0,0,111.381763
08327038,Neuhausen ob Eck,Neuhausen ob Eck/Tuttlingen,40893.8808,4.868319143,3050.013627,0.000973664,228.2027125,3.01645393,60.94213086,0,0,0,0,0,0,60.94213086
08335035,Hilzingen,Binningen,5600.885261,0.666772055,417.7342927,0.000133354,31.25497468,0.413137908,8.346722684,0,0,0,0,0,0,8.346722684
08335043,Konstanz,Konstanz,117544.4066,13.99338174,8766.887241,0.002798676,655.9404952,8.67042404,175.1706238,0,0,0,0,0,0,175.1706238
08336069,Rheinfelden (Baden),Herten-Rheinfelden,24054.13306,2.863587269,1794.044297,0.000572717,134.2308019,1.774304194,35.84668649,0,0,0,0,0,0,35.84668649
08415061,Reutlingen,Reutlingen-Betzingen,74.18391075,0.008831418,5.532904539,1.76628E-06,0.413973175,0.005472025,0.110552618,0,0,0,0,0,0,0.110552618
08416048,Ammerbuch,Poltringen,65152.01961,7.756192811,4859.273411,0.001551239,363.5719406,4.805806193,97.09283705,0,0,0,0,0,0,97.09283705
08417079,Albstadt,Albstadt-Degerfeld,89280.33658,10.6286115,6658.850612,0.002125722,498.2167156,6.585582412,133.0500762,0,0,0,0,0,0,133.0500762
08425020,Blaubeuren,Blaubeuren,48794.46729,5.808865154,3639.26796,0.001161773,272.2908556,3.599224621,72.71598471,0,0,0,0,0,0,72.71598471
08425020,Blaubeuren,Seissen,5378.333529,0.640277801,401.135579,0.000128056,30.01305516,0.396721832,8.015064829,0,0,0,0,0,0,8.015064829
08425020,Blaubeuren,Seissen,54172.80082,6.449142955,4040.403539,0.001289829,302.3039108,3.995946453,80.73104954,0,0,0,0,0,0,80.73104954
08425071,Laichingen,Laichingen,46272.21433,5.508596944,3451.149206,0.001101719,258.2157677,3.413175762,68.95719569,0,0,0,0,0,0,68.95719569
08426078,Moosburg,Moosburg-Kippe,26613.47798,3.168271188,1984.929503,0.000633654,148.5128764,1.963089065,39.66075183,0,0,0,0,0,0,39.66075183
08426117,Tannheim,Tannheim,274777.2054,32.71157207,20493.87841,0.006542314,1533.356639,20.2683816,409.4868983,0,0,0,0,0,0,409.4868983
08426128,Warthausen,Biberach a. d. Riß,76780.34762,9.140517574,5726.556197,0.001828104,428.4622357,5.663546154,114.42196,0,0,0,0,0,0,114.42196
08435016,Friedrichshafen,Friedrichshafen,24195975.35,23.33039836,564802.5506,0.00970173,42258.65515,558.5879546,11285.28432,259000000,0,2891519,0.001977997,224212.0304,59129.55539,70414.8397
08436009,Bad Waldsee,Bad Waldsee-Reute,45511.82924,5.41807491,3394.436934,0.001083615,253.9725426,3.357087503,67.82403135,0,0,0,0,0,0,67.82403135
08436055,Leutkirch im Allgäu,Leutkirch-Unterzeil,150611.8848,17.92998628,11233.17944,0.003585997,840.4690378,11.1095793,224.4494534,0,0,0,0,0,0,224.4494534
08437076,Mengen,Mengen,237666.7041,28.29365524,17726.04292,0.005658731,1326.266558,17.53100096,354.182951,0,0,0,0,0,0,354.182951
08437088,Pfullendorf,Pfullendorf,34402.78861,4.095570072,2565.88448,0.000819114,191.9800597,2.537651719,51.26877675,0,0,0,0,0,0,51.26877675
08437100,Bad Saulgau,Saulgau,37963.61632,4.519478134,2831.463898,0.000903896,211.8507721,2.800308932,56.57530243,0,0,0,0,0,0,56.57530243
09000000,Bayern,Bayern,2378136270,9208849.556,23815908.82,0.383017968,1781911.709,23553.85927,475864.1794,48446000000,1131958000,283616554,0.194013166,21991985.33,5799761.557,6275625.737
09174113,Bergkirchen,Dachau-Gröbenried,67655.7266,8.054253167,5046.008939,0.001610851,377.5435352,4.990487046,100.8239879,0,0,0,0,0,0,100.8239879
09176114,Beilngries,Beilngries,40077.85778,4.771173545,2989.151677,0.000954235,223.6490076,2.956261652,59.72605206,0,0,0,0,0,0,59.72605206
09176122,Egweil,Neuburg-Egweil,22106.8054,2.631762548,1648.805552,0.000526353,123.364006,1.63066353,32.94468026,0,0,0,0,0,0,32.94468026
09177117,Erding,Erding,47811.53048,5.691848866,3565.956975,0.00113837,266.805711,3.526720286,71.25116252,0,0,0,0,0,0,71.25116252
09177133,Oberding,München,2248087222,9201010.384,21331040.31,0.197252342,1595993.282,21096.3321,426214.1777,44763000000,1127936000,256918088,0.175749585,19921752.6,5253796.47,5680010.647
09178125,Gammelsdorf,Erding-Gammelsdorf,2614.982854,0.311307483,195.034885,6.22615E-05,14.59255441,0.192888891,3.896979796,0,0,0,0,0,0,3.896979796
09179130,Jesenwang,Jesenwang,350815.7139,41.76377547,26165.10556,0.008352755,1957.679143,25.8772075,522.8033321,0,0,0,0,0,0,522.8033321
09181132,Penzing,Landsberg,1594.954081,0.189875486,118.9574476,3.79751E-05,8.900423254,0.117648543,2.376881294,0,0,0,0,0,0,2.376881294
09183112,Ampfing,Ampfing-Waldkraiburg,92303.33095,10.98849178,6884.316472,0.002197698,515.0861225,6.808567442,137.5550954,0,0,0,0,0,0,137.5550954
09183128,Mühldorf a. Inn,Mühldorf,184198.6504,21.92841076,13738.20197,0.004385682,1027.895393,13.58703874,274.5021513,0,0,0,0,0,0,274.5021513
09184135,Oberschleißheim,Oberschleißheim,107622.3085,12.81217959,8026.861259,0.002562436,600.5715831,7.93854066,160.384211,0,0,0,0,0,0,160.384211
09184136,Ottobrunn,Ottobrunn,20901.31685,2.488252006,1558.895854,0.00049765,116.6369419,1.54174312,31.14820022,0,0,0,0,0,0,31.14820022
09185149,Neuburg a.d. Donau,Neuburg-Zell,25370.89748,3.020344938,1892.253352,0.000604069,141.5788257,1.871432642,37.80899547,0,0,0,0,0,0,37.80899547
09186137,Manching,Ingolstadt-Manching,112536.9926,13.39726102,8393.416185,0.002679452,627.9973059,8.301062334,167.708322,0,0,0,0,0,0,167.708322
09187181,Vogtareuth,Vogtareuth,44807.08209,5.334176439,3341.874341,0.001066835,250.0397975,3.305103263,66.77378147,0,0,0,0,0,0,66.77378147
09188144,Weßling,Oberpfaffenhofen,139706.8499,16.63176785,10419.84247,0.003326354,779.6149811,10.30519159,208.1982185,0,0,0,0,0,0,208.1982185
09189126,Kienberg,Schönberg,27874.60446,3.318405293,2078.98888,0.000663681,155.5504204,2.056113495,41.54014634,0,0,0,0,0,0,41.54014634
09261000,Landshut,Landshut,296550.1832,35.30359324,22117.78589,0.007060719,1654.857766,21.87442102,441.9340918,0,0,0,0,0,0,441.9340918
09271119,Deggendorf,Deggendorf,46884.23159,5.581456142,3496.795668,0.001116291,261.6310464,3.45831997,69.86925479,0,0,0,0,0,0,69.86925479
09274184,Vilsbiburg,Vilsbiburg,10534.11533,1.254061348,785.6724445,0.000250812,58.7841908,0.777027588,15.6984718,0,0,0,0,0,0,15.6984718
09275122,Fürstenzell,Fürstenzell,42859.75443,5.102351718,3196.635597,0.00102047,239.1730016,3.1614626,63.87177524,0,0,0,0,0,0,63.87177524
09275148,Sonnen,Sonnen b. Passau,7937.67845,0.94496172,592.0207856,0.000188992,44.29512968,0.585506704,11.82913016,0,0,0,0,0,0,11.82913016
09275154,Vilshofen an der Donau,Vilshofen,167488.7245,19.93913387,12491.91522,0.003987827,934.647935,12.35446505,249.600174,0,0,0,0,0,0,249.600174
09276113,Arnbruck,Arnbruck ,54970.27786,6.544080698,4099.882263,0.001308816,306.7541224,4.054770725,81.91949019,0,0,0,0,0,0,81.91949019
09277116,Eggenfelden,Eggenfelden,199814.3636,23.78742424,14902.87837,0.004757485,1115.036746,14.73890006,297.7734775,0,0,0,0,0,0,297.7734775
09277128,Kirchdorf a. Inn,Kirchdorf/Inn ,55304.10546,6.583822079,4124.780333,0.001316764,308.6170017,4.079394839,82.41697697,0,0,0,0,0,0,82.41697697
09277138,Pfarrkirchen,Pfarrkirchen,31045.96665,3.69594841,2315.520549,0.00073919,173.2477736,2.290042575,46.26627077,0,0,0,0,0,0,46.26627077
09278117,Atting,Straubing,235645.1925,28.05299911,17575.27127,0.0056106,1314.985789,17.38188827,351.1703921,0,0,0,0,0,0,351.1703921
09279112,Dingolfing,Dingolfing,43137.9441,5.135469536,3217.383989,0.001027094,240.725401,3.181982694,64.28634756,0,0,0,0,0,0,64.28634756
09363000,Weiden i.d. Opf.,Weiden/Opf.,77985.83617,9.284028116,5816.465896,0.001856806,435.1892998,5.752466565,116.21844,0,0,0,0,0,0,116.21844
09373114,Berngau,Dippenricht,278.1896653,0.033117817,20.74839202,6.62356E-06,1.552399405,0.020520095,0.414572319,0,0,0,0,0,0,0.414572319
09373147,Neumarkt i.d. Opf.,Neumarkt/Opf.,20289.29959,2.415392808,1513.249391,0.000483079,113.2216633,1.496598911,30.23614111,0,0,0,0,0,0,30.23614111
09373167,Velburg,Günching,14910.96606,1.775115007,1112.113812,0.000355023,83.2086081,1.099877079,22.22107629,0,0,0,0,0,0,22.22107629
09375183,Pfatter,Griesau,3004.448385,0.357672427,224.0826338,7.15345E-05,16.76591357,0.221617023,4.477381043,0,0,0,0,0,0,4.477381043
09375190,Regenstauf,Regensburg-Oberhub,61275.91028,7.294751223,4570.179149,0.00145895,341.9418422,4.519892873,91.31646274,0,0,0,0,0,0,91.31646274
09376159,Schmidgaden,Schmidgaden,33679.49548,4.009463747,2511.938661,0.000801893,187.9438213,2.484299472,50.19088872,0,0,0,0,0,0,50.19088872
09376161,Schwandorf,Schwandorf,60849.35279,7.24397057,4538.364948,0.001448794,339.5614965,4.488428727,90.68078519,0,0,0,0,0,0,90.68078519
09461000,Bamberg,Bamberg-Breitenau,112703.9064,13.41713171,8405.86522,0.002683426,628.9287455,8.313374391,167.9570654,0,0,0,0,0,0,167.9570654
09463000,Coburg,Coburg-Steinrücken,156027.3103,18.57467979,11637.08147,0.003714936,870.6890795,11.50903715,232.5197945,0,0,0,0,0,0,232.5197945
09472119,Bindlach,Bayreuth,100982.8485,12.02176768,7531.666303,0.002404354,563.5209839,7.448794398,150.4897517,0,0,0,0,0,0,150.4897517
09472175,Pegnitz,Pegnitz/Zipserberg,15393.16148,1.832519224,1148.077692,0.000366504,85.89943373,1.135445243,22.9396683,0,0,0,0,0,0,22.9396683
09472190,Speichersdorf,Rosenthal Field-Plössen,53931.70311,6.420440847,4022.4216,0.001284088,300.9584979,3.978162371,80.37175353,0,0,0,0,0,0,80.37175353
09474121,Ebermannstadt,Burg Feuerstein,286646.6311,34.12459894,21379.14314,0.00682492,1599.592347,21.14390564,427.1753172,0,0,0,0,0,0,427.1753172
09474154,Neunkirchen a. Brand,Hetzleser Berg,73831.53717,8.789468711,5506.623242,0.001757894,412.006802,5.44603315,110.0274934,0,0,0,0,0,0,110.0274934
09477128,Kulmbach,Kulmbach,62017.74938,7.383065403,4625.508194,0.001476613,346.081574,4.574613125,92.42198893,0,0,0,0,0,0,92.42198893
09564000,Nürnberg,Nürnberg,123177447.9,7021.124752,1846149.708,0.021000948,138129.3406,1825.836282,36887.80144,2693000000,4001000,20426091,0.013972847,1583864.86,417699.375,454587.1764
09571136,Dinkelsbühl,Dinkelsbühl-Sinnbronn,39521.47845,4.704937911,2947.654893,0.000940988,220.5442088,2.915221462,58.89690742,0,0,0,0,0,0,58.89690742
09571193,Rothenburg ob der Tauber,Rothenburg o. d. T.,148961.2928,17.73348724,11110.07231,0.003546697,831.2581346,10.98782674,221.9896576,0,0,0,0,0,0,221.9896576
09572132,Herzogenaurach,Herzogenaurach,188427.1333,22.43180158,14053.57753,0.00448636,1051.491864,13.89894418,280.8036506,0,0,0,0,0,0,280.8036506
09574155,Schnaittach,Lauf-Lillinghof,47366.42701,5.638860359,3532.759548,0.001127772,264.321872,3.493888135,70.58784681,0,0,0,0,0,0,70.58784681
09575112,Bad Windsheim,Bad Windsheim,16190.63852,1.927456967,1207.556416,0.000385491,90.34964536,1.194269515,24.12810895,0,0,0,0,0,0,24.12810895
09575153,Neustadt a.d. Aisch,Neustadt/A.-Eichelberg,34087.50699,4.058036546,2542.369635,0.000811607,190.2206737,2.514395611,50.79892812,0,0,0,0,0,0,50.79892812
09576117,Büchenbach,Schwabach-Heidenberg,117655.6824,14.00662886,8775.186598,0.002801326,656.5614549,8.678632078,175.3364527,0,0,0,0,0,0,175.3364527
09576148,Thalmässing,Thalmässing,43824.14527,5.217160152,3268.563356,0.001043432,244.5546529,3.232598928,65.30895928,0,0,0,0,0,0,65.30895928
09577136,Gunzenhausen,Gunzenhausen-Reutberg,29506.6505,3.512696488,2200.71278,0.000702539,164.6578302,2.176498051,43.97230394,0,0,0,0,0,0,43.97230394
09577173,Treuchtlingen,Treuchtlingen-Bubenheim,21624.60998,2.574358331,1612.841673,0.000514872,120.6731804,1.595095366,32.22608824,0,0,0,0,0,0,32.22608824
09661000,Aschaffenburg,Aschaffenburg,354005.6221,42.14352644,26403.02046,0.008428705,1975.479989,26.11250459,527.5570947,0,0,0,0,0,0,527.5570947
09663000,Würzburg,Würzburg-Schenkenturm,89892.35385,10.7014707,6704.497075,0.002140294,501.6319943,6.63072662,133.9621353,0,0,0,0,0,0,133.9621353
09672114,Bad Kissingen,Bad Kissingen,62166.11721,7.400728239,4636.574003,0.001480146,346.9095203,4.585557176,92.64309416,0,0,0,0,0,0,92.64309416
09672127,Hammelburg,Lager Hammelburg,44603.07634,5.30989004,3326.658854,0.001061978,248.9013712,3.290055193,66.46976177,0,0,0,0,0,0,66.46976177
09673114,Bad Neustadt a.d. Saale,Bad Neustadt/S.-Grasberg,50982.89266,6.069391983,3802.488644,0.001213878,284.5030643,3.760649367,75.97728695,0,0,0,0,0,0,75.97728695
09674130,Ebern,Ebern-Sendelbach,16580.10405,1.973821911,1236.604164,0.000394764,92.52300453,1.222997648,24.7085102,0,0,0,0,0,0,24.7085102
09674147,Haßfurt,Haßfurt-Schweinfurt,137091.8671,16.32046036,10224.80759,0.003264092,765.0224267,10.1123027,204.3012387,0,0,0,0,0,0,204.3012387
09676139,Miltenberg,Mainbullau,75129.75561,8.944018525,5603.449071,0.001788804,419.2513326,5.541793592,111.9621642,0,0,0,0,0,0,111.9621642
09678135,Gochsheim,Schweinfurt-Süd,58753.65731,6.994483013,4382.060395,0.001398897,327.8667543,4.333844014,87.55767372,0,0,0,0,0,0,87.55767372
09679138,Giebelstadt,Giebelstadt,44102.33494,5.250277969,3289.311748,0.001050056,246.1070523,3.253119023,65.7235316,0,0,0,0,0,0,65.7235316
