ags,land_total,land_settlement,land_traffic,veg_agri,veg_forrest,veg_wood,veg_heath,veg_moor,veg_marsh,veg_plant_uncover_com,water_total,settlement_ghd
07134040,531,60,20,104,341,5,0,0,0,0,1,1
07134041,469,20,16,159,250,22,0,0,0,1,0,0
07134042,1794,189,143,654,689,85,0,0,0,7,27,31
07134043,519,25,22,235,223,11,0,0,0,0,3,1
07134044,1121,41,43,464,558,11,0,0,0,0,4,3
07134045,9158,1343,522,1611,5104,363,0,0,0,157,58,124
07134046,972,112,36,297,498,7,0,0,0,4,18,2
07134047,489,90,23,92,274,7,0,0,0,2,2,7
07134048,350,19,18,108,177,20,0,0,0,1,8,1
07134049,432,8,25,126,262,6,1,0,0,0,3,0
07134050,882,43,29,214,549,43,0,0,1,0,1,2
07134051,302,10,19,160,103,8,0,0,0,0,1,-
07134052,488,21,16,122,324,3,0,0,0,0,2,0
07134053,379,12,15,115,233,3,0,0,0,0,0,-
07134054,550,17,21,233,257,17,0,0,0,0,4,0
07134055,506,36,21,277,161,10,0,0,0,0,2,1
07134056,1070,55,46,277,677,7,0,0,0,0,7,2
07134057,728,35,27,300,332,29,0,0,0,0,5,2
07134058,977,30,49,407,475,10,0,0,0,0,5,1
07134059,743,18,46,349,318,10,0,0,0,0,3,0
07134060,934,106,44,287,459,33,0,0,0,1,3,9
07134061,751,23,37,314,333,28,0,0,0,4,11,1
07134062,657,30,27,246,335,13,0,0,0,1,5,0
07134063,510,41,26,138,294,6,0,0,0,0,5,0
07134064,414,13,19,172,209,1,0,0,0,0,1,1
07134065,545,21,28,269,215,9,0,0,0,1,3,1
07134066,1092,45,56,436,525,26,0,0,0,0,4,4
07134067,140,9,9,61,51,8,0,0,0,0,1,0
07134068,1112,57,68,504,409,69,0,0,0,1,3,0
07134069,1075,95,73,519,363,17,0,0,0,1,8,5
07134070,320,11,11,195,100,4,0,0,0,0,1,0
07134071,1136,24,36,197,877,1,0,0,0,0,1,0
07134072,319,29,19,119,142,8,0,1,0,1,1,3
07134073,245,13,10,112,101,8,0,0,0,0,0,1
07134074,274,27,26,139,78,3,0,0,0,0,1,0
07134075,745,53,43,299,287,56,0,0,0,2,5,12
07134076,713,37,19,187,458,9,0,0,0,0,2,1
07134077,1005,27,47,396,516,13,0,0,0,0,6,0
07134078,168,14,12,77,59,5,0,0,0,0,0,0
07134079,255,7,12,119,113,1,1,0,0,0,1,0
07134080,882,49,34,217,565,12,0,0,0,0,5,17
07134081,847,37,38,225,516,5,0,0,0,0,26,2
07134082,848,43,50,458,286,7,0,0,0,0,3,4
07134083,758,14,39,362,321,16,0,0,0,0,6,0
07134084,744,28,23,160,515,15,0,0,2,0,1,1
07134085,287,24,19,136,82,20,0,0,0,3,3,0
07134086,385,9,17,133,220,3,0,0,0,0,4,0
07134087,1105,49,48,237,765,4,0,0,0,0,2,3
07134088,668,23,32,398,210,3,0,0,0,0,1,0
07134089,795,46,29,205,506,5,0,0,0,0,3,5
07134090,244,28,10,97,93,15,0,0,0,1,0,1
07134091,260,7,13,107,128,3,0,0,0,0,2,0
07134092,777,9,37,141,586,1,0,0,0,0,2,1
07134093,527,12,22,249,239,4,0,0,0,0,1,-
07134094,646,25,25,243,343,7,0,0,0,0,3,1
07134095,1020,33,45,249,678,11,0,0,0,0,3,0
07134502,525,14,14,22,438,36,0,0,0,0,0,1
07135000,69243,3732,4089,25060,33580,1360,0,0,0,209,1212,300
07135001,634,41,32,41,449,47,0,0,0,1,23,6
07135002,1342,178,68,663,416,9,0,0,0,0,7,1
07135003,575,36,35,260,237,3,0,0,0,0,4,4
07135004,890,25,44,219,592,5,0,0,0,0,5,4
07135005,619,34,47,274,260,3,0,0,0,0,3,2
07135007,169,7,14,12,122,9,0,0,0,0,5,-
07135008,1067,27,54,305,648,28,0,0,0,0,5,3
07135009,666,34,33,385,207,4,0,0,0,1,2,1
07135010,459,79,32,199,143,3,0,0,0,0,3,11
07135011,245,15,18,188,21,2,0,0,0,0,1,-
07135012,914,34,51,279,433,75,0,0,0,15,28,1
07135013,2658,57,113,1086,1296,43,0,0,0,5,57,0
07135014,439,13,21,288,109,6,0,0,0,1,2,2
07135015,356,19,21,70,171,36,0,0,0,3,35,7
07135016,589,19,39,359,166,3,0,0,0,0,2,0
07135017,1437,42,80,263,934,62,0,0,0,12,44,1
07135018,1284,104,67,604,497,8,0,0,0,0,5,6
07135019,398,63,32,59,200,16,0,0,0,1,26,2
07135020,2118,217,142,298,1329,50,0,0,0,21,62,28
07135021,503,42,23,162,265,9,0,0,0,0,2,3
07135022,325,18,23,206,75,1,0,0,0,0,1,1
07135023,931,57,61,509,298,4,0,0,0,0,3,1
07135024,1918,125,98,236,1292,91,0,0,0,16,61,1
07135025,742,36,38,199,410,22,0,0,0,2,36,1
07135026,412,17,34,167,182,10,0,0,0,0,2,2
07135027,419,31,24,116,223,7,0,0,0,3,14,1
07135028,301,20,19,198,59,4,0,0,0,0,1,6
07135029,821,56,51,337,359,15,0,0,0,0,3,4
07135030,310,6,18,121,160,3,0,0,0,0,2,-
07135031,393,25,22,295,46,2,0,0,0,1,2,0
07135032,335,8,14,119,192,1,0,0,0,0,2,-
07135033,559,25,40,363,127,2,0,0,0,0,3,1
07135034,712,38,43,345,278,5,0,0,0,0,3,2
07135035,470,28,24,256,157,4,0,0,0,0,1,0
07135036,1016,35,59,443,468,5,0,0,0,0,5,1
07135037,851,40,41,384,377,8,0,0,0,0,1,5
07135038,481,38,52,214,174,2,0,0,0,0,1,1
07135039,445,10,19,272,137,5,0,0,0,0,2,0
07135040,394,18,30,153,186,4,0,0,0,0,1,1
07135041,231,10,15,147,55,4,0,0,0,0,1,0
07135042,775,41,47,481,200,4,0,0,0,0,3,1
07135043,617,41,58,353,159,3,0,0,0,0,3,1
07135044,616,19,22,289,282,2,0,0,0,0,1,0
07135045,818,184,116,269,233,11,0,0,0,0,4,47
07135046,530,14,36,203,267,7,0,0,0,0,3,0
07135048,527,15,34,251,219,7,0,0,0,0,2,1
07135049,1604,56,79,490,841,62,0,0,0,19,57,0
07135051,1061,61,81,560,351,5,0,0,0,1,3,1
07135052,358,47,42,124,134,10,0,0,0,0,1,9
07135053,969,29,43,337,550,5,0,0,0,0,4,1
07135054,876,18,45,313,490,5,0,0,0,0,5,0
07135056,548,17,25,103,387,10,0,0,0,1,4,0
07135057,2370,93,111,1087,1038,26,0,0,0,3,13,9
07135058,913,65,93,381,357,8,0,0,0,3,7,11
07135060,298,16,20,83,149,4,0,0,0,3,23,0
07135061,1147,35,58,324,719,4,0,0,0,0,5,1
07135062,408,9,23,265,107,4,0,0,0,0,2,-
07135064,402,8,22,134,235,1,0,0,0,0,1,1
07135065,472,21,28,172,196,29,0,0,0,7,20,2
07135066,749,27,48,277,335,18,0,0,0,10,35,1
07135067,427,37,31,174,172,11,0,0,0,0,2,4
07135068,648,20,37,102,421,37,0,0,0,5,26,0
07135069,76,10,9,43,2,2,0,0,0,0,10,-
07135070,385,22,24,206,128,4,0,0,0,0,1,5
07135071,1533,60,71,634,754,10,0,0,0,0,4,1
07135072,564,26,38,112,270,34,0,0,0,21,62,0
07135073,543,45,50,157,209,25,0,0,0,13,45,4
07135074,206,11,12,134,47,1,0,0,0,0,1,0
07135075,674,30,44,437,151,8,0,0,0,0,4,0
07135076,619,23,21,82,419,43,0,0,0,4,28,0
07135077,305,24,18,107,150,4,0,0,0,0,1,4
07135078,271,11,16,161,79,3,0,0,0,0,1,0
07135079,1251,30,66,240,809,38,0,0,0,6,62,2
07135080,391,12,21,194,156,6,0,0,0,0,2,0
07135081,121,20,9,74,17,0,0,0,0,0,0,2
07135082,3137,136,126,594,2106,75,0,0,0,9,91,10
07135083,2874,232,215,776,1565,33,0,0,0,0,53,34
07135084,434,19,36,222,149,5,0,0,0,0,2,0
07135085,661,17,31,224,372,13,0,0,0,0,3,0
07135086,570,22,28,204,258,32,0,0,0,5,19,1
07135087,180,7,10,105,55,1,0,0,0,0,2,0
07135088,227,11,16,100,96,4,0,0,0,0,1,1
07135089,733,18,44,338,324,4,0,0,0,0,4,1
07135090,465,18,30,307,107,2,0,0,0,0,3,0
07135091,405,18,24,202,151,7,0,0,0,0,4,0
07135092,4495,207,221,861,3001,84,0,0,0,9,112,21
07135093,370,13,36,285,33,2,0,0,0,0,2,0
07135501,871,56,66,260,458,22,0,0,0,1,7,1
07135502,325,36,22,134,127,4,0,0,0,1,1,9
07137000,81773,9099,5524,38522,24882,1905,98,0,10,202,1529,1580
07137001,379,6,35,49,278,4,4,0,0,0,3,1
07137003,5334,1056,389,2374,1221,103,0,0,0,8,183,231
07137004,515,19,40,243,206,3,0,0,0,0,4,1
07137006,583,16,52,80,344,21,68,0,0,0,2,1
07137007,1174,53,96,622,387,9,2,0,0,0,4,4
07137008,1026,136,58,508,315,8,0,0,0,1,1,14
07137011,734,22,31,261,396,9,0,0,0,12,3,0
07137014,1038,42,53,418,508,9,0,0,1,0,7,5
07137019,448,17,36,248,142,3,0,0,0,0,2,1
07137023,309,10,16,276,6,1,0,0,0,0,0,0
07137025,915,131,38,354,355,33,0,0,0,1,3,22
07137027,351,14,18,303,7,5,0,0,0,1,3,0
07137029,290,20,19,182,66,1,0,0,0,0,2,2
07137030,327,12,17,291,2,3,0,0,0,0,2,0
07137034,356,22,31,154,127,19,0,0,0,0,2,0
07137035,847,35,55,384,367,2,0,0,0,1,2,3
07137036,251,13,19,164,53,1,0,0,0,0,1,-
07137041,536,22,32,418,59,2,0,0,0,0,3,1
07137043,1038,64,75,505,374,10,0,0,0,0,9,8
07137048,471,23,31,409,2,5,0,0,0,0,0,1
07137049,951,46,77,250,556,13,3,0,0,0,7,3
07137053,501,26,23,276,167,3,0,0,0,0,6,1
07137055,609,133,48,250,149,29,0,0,0,1,1,30
07137056,418,108,41,225,15,25,0,0,0,1,3,58
07137057,1823,220,93,1052,422,19,0,0,1,2,15,69
07137060,471,31,43,62,316,14,0,0,0,1,4,2
07137061,254,11,22,41,164,8,5,0,0,0,2,0
07137063,278,5,19,151,100,1,0,0,0,0,1,-
07137065,550,56,31,398,52,9,0,0,0,0,4,1
07137066,493,20,30,271,168,3,0,0,0,0,2,1
07137068,5819,810,414,2251,2139,159,1,0,0,10,37,138
07137069,2375,472,182,1189,455,61,0,0,0,5,10,113
07137070,1028,56,63,858,39,8,0,0,0,0,4,1
07137074,1465,51,64,568,735,36,0,0,0,2,9,3
07137077,513,17,32,155,299,6,0,0,0,0,3,1
07137079,722,41,46,333,295,4,0,0,0,0,3,11
07137080,612,27,32,478,70,2,0,0,0,0,3,1
07137081,1658,225,71,709,627,24,0,0,0,0,2,64
07137086,2405,358,159,1500,304,60,0,0,0,10,14,92
07137087,629,25,31,444,116,6,0,0,0,0,6,1
07137088,939,367,83,407,44,28,0,0,0,3,8,144
07137089,2868,317,266,1989,239,39,0,0,0,3,14,81
07137092,394,17,29,199,142,5,0,0,0,0,1,1
07137093,910,73,79,313,411,25,0,0,0,3,7,5
07137095,561,39,35,460,11,9,0,0,3,1,3,0
07137096,697,113,47,459,54,24,0,0,0,0,1,20
07137097,432,47,20,128,209,18,0,0,0,7,3,1
07137099,341,16,31,127,159,6,2,0,0,0,2,1
07137101,825,59,39,696,6,14,0,0,4,0,7,14
07137102,445,26,18,308,57,24,0,0,0,7,5,0
07137105,536,21,21,128,331,19,11,0,0,0,5,0
07137106,258,25,27,71,124,7,2,0,0,0,2,0
07137110,751,32,52,366,290,6,0,0,0,0,4,1
07137112,682,40,19,530,44,44,0,0,0,0,5,1
07137113,279,5,20,24,228,1,0,0,0,0,1,0
07137114,834,24,31,379,392,2,0,0,0,0,6,1
07137201,806,25,51,128,542,25,0,0,0,5,30,2
07137202,1476,143,157,841,292,37,0,0,0,0,6,22
07137203,2412,488,200,427,1143,82,0,0,0,3,69,90
07137204,646,68,24,274,215,40,0,0,0,1,23,1
07137205,967,35,38,154,694,15,0,0,0,3,28,1
07137206,1138,43,41,209,754,32,0,0,0,9,52,1
07137207,1776,86,163,693,755,37,0,0,0,6,36,3
07137208,375,25,37,123,83,57,0,0,0,3,47,1
07137209,307,52,22,182,5,19,0,0,0,2,25,7
07137211,776,123,43,539,50,20,0,0,0,0,1,14
07137212,2840,185,162,1630,708,80,0,0,1,28,46,19
07137214,534,51,43,302,81,17,0,0,0,5,35,2
07137215,861,24,43,301,486,4,0,0,0,0,3,1
07137216,1642,517,151,728,125,46,0,0,0,8,67,118
07137217,1167,27,57,239,767,23,0,0,0,14,39,0
07137218,304,30,9,85,16,27,0,0,0,3,132,1
07137219,566,55,38,182,278,10,0,0,0,0,4,1
07137220,546,28,25,112,336,25,0,0,0,1,18,1
07137221,1631,109,67,609,726,77,0,0,0,1,42,6
07137222,288,51,15,169,9,6,0,0,0,0,38,1
07137223,269,58,31,40,52,29,0,0,0,1,59,3
07137224,346,95,29,115,71,9,0,0,0,0,26,4
07137225,377,160,35,93,4,22,0,0,0,0,62,50
07137226,1322,247,87,198,726,28,0,0,0,1,35,4
07137227,333,83,26,141,63,20,0,0,0,0,1,5
07137228,399,198,61,43,16,17,0,0,0,2,62,45
07137229,662,72,46,297,224,20,0,0,0,0,3,7
07137230,665,76,103,322,96,17,0,0,0,7,44,4
07137231,286,38,16,203,28,1,0,0,0,0,1,1
07137501,2777,163,158,2138,273,30,0,0,0,3,12,7
07137504,1025,52,64,720,122,17,0,0,0,13,37,2
07138000,62706,7843,3904,20544,27737,1225,0,0,7,186,1261,1031
07138002,953,78,42,232,592,4,0,0,1,0,4,16
07138003,3858,422,238,2354,776,32,0,0,0,2,34,30
07138004,2009,209,89,245,1355,26,0,0,0,17,69,35
07138005,520,45,29,213,230,2,0,0,0,0,1,6
07138006,1222,140,78,383,603,10,0,0,0,0,8,16
07138007,772,79,34,366,281,6,0,0,0,0,5,2
07138008,258,43,17,123,69,5,0,0,0,0,0,2
07138009,933,69,37,213,572,31,0,0,0,1,11,6
07138010,801,19,12,86,664,6,0,0,0,4,10,0
07138011,550,77,48,184,230,8,0,0,0,0,3,27
07138012,3198,262,221,1388,1260,23,0,0,5,0,39,24
07138013,584,39,31,182,321,4,0,0,0,0,7,0
07138014,690,79,29,243,328,7,0,0,0,0,4,19
07138015,627,43,25,122,431,3,0,0,0,0,4,0
07138019,921,84,50,194,523,30,0,0,0,8,32,4
07138023,1552,109,82,464,871,14,0,0,0,0,13,17
07138024,719,15,17,99,475,44,0,0,0,18,49,-
07138025,243,29,13,105,94,1,0,0,0,0,2,2
07138026,344,31,19,141,150,1,0,0,0,0,1,1
07138027,218,22,15,129,46,5,0,0,0,0,1,1
07138030,427,37,39,125,218,6,0,0,0,0,3,0
07138031,417,27,17,74,291,4,0,0,0,0,4,0
07138034,699,65,52,170,400,8,0,0,0,0,5,14
07138036,510,53,15,147,288,6,0,0,0,0,2,10
07138037,1022,74,41,173,617,55,0,0,0,3,59,1
07138038,1088,60,49,244,588,59,0,0,0,12,76,2
07138040,543,42,42,153,295,9,0,0,0,0,2,8
07138041,1798,229,94,297,1096,35,0,0,0,6,41,22
07138042,439,25,21,157,230,3,0,0,0,0,2,0
07138043,280,66,25,90,90,7,0,0,0,0,2,3
07138044,3581,408,331,1436,1278,68,0,0,0,9,51,53
07138045,8650,2079,684,2392,2734,317,0,0,0,58,386,367
07138047,853,72,31,216,505,11,0,0,0,5,14,2
07138048,138,18,9,69,39,2,0,0,0,0,1,1
07138050,690,38,37,246,358,6,0,0,0,0,5,1
07138052,898,64,39,377,399,8,0,0,0,3,8,6
07138053,397,75,51,92,175,4,0,0,0,0,2,28
07138054,433,35,30,239,125,2,0,0,0,0,2,3
07138055,166,40,9,73,30,12,0,0,0,1,0,1
07138057,1102,115,68,379,510,19,0,0,0,0,11,11
07138058,279,15,13,120,128,1,0,0,0,0,1,0
07138059,784,96,43,207,409,18,0,0,0,0,10,16
07138061,691,103,61,137,381,8,0,0,0,0,2,10
07138062,658,171,36,35,362,23,0,0,0,1,31,25
07138063,1720,149,71,225,1167,41,0,0,0,7,60,21
07138064,661,42,30,254,329,4,0,0,0,0,2,1
07138065,640,65,40,244,267,6,0,0,0,5,13,1
07138066,490,35,26,185,239,1,0,0,0,0,3,4
07138068,1384,175,70,567,544,15,0,0,0,1,11,24
07138069,238,22,10,95,108,2,0,0,0,0,1,1
07138070,559,72,35,178,265,7,0,0,0,0,3,1
07138071,1017,88,57,318,542,8,0,0,0,0,4,8
07138072,365,31,24,146,153,7,0,0,0,0,5,2
07138073,816,155,53,96,395,53,0,0,0,7,57,9
07138074,1129,87,84,275,651,25,0,0,0,0,6,7
07138075,691,208,55,209,189,16,0,0,0,2,13,38
07138076,639,90,42,190,301,5,0,0,0,1,11,1
07138077,1311,272,121,555,326,26,0,0,0,0,10,55
07138078,503,35,28,236,200,2,0,0,0,0,2,0
07138080,2062,299,141,1280,297,22,0,0,0,3,21,58
07138201,486,27,25,209,218,3,0,0,0,0,4,1
07138501,478,92,29,169,129,29,0,0,0,10,20,4
07140000,99106,6028,6376,40535,43907,1288,2,0,3,58,910,745
07140001,758,29,45,399,274,4,0,0,0,1,5,5
07140002,410,16,24,248,118,1,0,0,0,0,2,0
07140003,2859,123,118,642,1960,6,0,0,0,0,9,8
07140005,301,11,26,149,113,1,0,0,0,0,1,-
07140006,483,106,51,197,122,4,0,0,0,0,3,51
07140007,479,10,22,225,218,3,0,0,0,0,2,1
07140008,339,15,20,234,65,1,0,0,0,0,3,0
07140009,2353,110,135,1362,709,25,0,0,0,0,11,10
07140010,2485,125,132,1304,904,12,0,0,0,0,8,11
07140011,319,14,17,170,114,2,0,0,0,0,2,0
07140012,268,9,13,149,94,1,0,0,0,0,2,0
07140014,640,24,33,251,330,1,0,0,0,0,2,2
07140015,410,25,25,283,74,1,0,0,0,0,2,2
07140016,230,8,17,95,109,1,0,0,0,0,1,0
07140018,699,33,46,402,213,3,0,0,0,0,2,2
07140020,710,16,30,329,324,7,0,0,0,0,4,0
07140021,1345,54,75,665,541,5,0,0,0,0,6,2
07140023,351,13,18,186,128,3,0,0,0,0,2,1
07140024,600,127,96,179,192,3,0,0,0,0,3,17
07140025,1515,34,73,262,1105,35,0,0,0,1,4,2
07140027,537,36,46,215,238,1,0,0,0,0,2,3
07140028,586,35,30,375,139,5,0,0,0,0,2,2
07140029,555,15,35,355,139,6,0,0,0,0,5,-
07140030,649,32,43,195,367,6,0,0,0,0,6,0
07140031,515,66,57,123,265,3,0,0,0,0,1,38
07140035,934,57,60,394,410,7,0,0,0,0,6,11
07140036,805,142,63,270,317,8,0,0,0,0,4,4
07140037,197,37,24,100,32,2,0,0,0,0,2,0
07140039,371,16,19,240,90,5,0,0,0,0,1,1
07140040,450,19,22,147,252,4,0,0,0,0,7,0
07140041,1066,69,63,462,449,11,0,0,0,0,12,6
07140042,681,35,55,398,182,7,0,0,0,0,4,3
07140043,1345,71,56,625,575,14,0,0,0,0,4,3
07140044,529,13,125,283,103,3,0,0,0,0,1,0
07140045,989,83,92,350,454,8,0,0,0,0,2,22
07140046,479,45,30,258,140,3,0,0,0,0,3,3
07140047,324,27,19,145,127,4,0,0,0,0,3,0
07140048,389,15,20,162,189,2,0,0,0,0,1,2
07140049,342,23,19,234,62,3,0,0,0,0,0,1
07140050,669,48,28,177,411,5,0,0,0,0,1,3
07140053,509,28,37,243,198,2,0,0,0,0,1,9
07140055,227,20,17,151,38,0,0,0,0,0,1,1
07140056,503,29,30,354,82,6,0,0,0,0,2,-
07140058,686,23,30,339,288,5,0,0,0,0,2,1
07140060,594,16,40,147,386,5,0,0,0,0,1,1
07140062,1241,42,60,528,597,10,0,0,0,0,4,2
07140063,497,25,35,203,226,7,0,0,0,0,1,0
07140064,847,221,77,205,335,6,0,0,0,0,3,30
07140065,272,14,16,147,94,1,0,0,0,0,1,0
07140067,1805,228,155,857,548,10,0,0,0,0,6,50
07140068,913,29,58,405,412,5,0,0,0,0,5,2
07140070,733,22,34,273,401,2,0,0,0,0,2,2
07140071,288,11,18,172,84,1,0,0,0,0,2,-
07140073,243,7,18,163,53,1,0,0,0,0,2,0
07140075,707,45,41,106,510,3,0,0,0,0,3,7
07140076,692,26,34,286,337,7,0,0,0,0,3,0
07140077,321,22,22,245,26,3,0,0,0,0,3,0
07140079,1002,36,46,417,500,2,0,0,0,0,1,2
07140080,617,28,62,233,289,3,0,0,0,0,3,5
07140081,679,45,38,348,242,3,0,0,0,0,4,2
07140082,495,113,185,174,16,3,0,0,0,0,4,28
07140084,575,37,54,286,181,13,0,0,0,0,4,2
07140085,585,52,45,239,244,3,0,0,0,0,2,2
07140086,317,14,19,208,73,2,0,0,0,0,2,2
07140087,599,38,34,233,287,5,0,0,0,0,2,2
07140089,147,7,8,73,58,1,0,0,0,0,0,1
07140090,315,14,15,173,108,3,0,0,0,0,2,-
07140092,953,40,52,401,444,8,0,0,0,2,6,1
07140093,492,19,18,194,256,1,0,0,0,0,3,1
07140094,310,9,15,165,119,1,0,0,0,0,1,0
07140095,239,11,17,180,28,2,0,0,0,0,1,-
07140096,582,29,32,267,251,3,0,0,0,0,2,9
07140098,139,5,10,85,36,2,0,0,0,0,2,0
07140099,307,20,25,249,11,2,0,0,0,0,0,1
07140100,605,33,57,391,114,6,0,0,0,0,4,2
07140101,528,21,32,258,209,5,0,0,0,0,3,1
07140102,560,20,31,254,244,8,0,0,0,0,3,0
07140104,681,29,43,205,358,43,0,0,0,0,3,1
07140105,412,14,37,241,113,4,0,0,0,0,3,0
07140106,227,17,12,98,99,0,0,0,0,0,1,2
07140107,390,23,30,236,99,1,0,0,0,0,2,0
07140108,221,9,20,125,65,1,0,0,0,0,1,1
07140109,481,27,30,265,154,1,0,0,0,0,3,1
07140110,330,21,37,130,135,7,0,0,0,0,1,1
07140111,584,19,25,327,206,4,0,0,0,0,3,1
07140112,1808,126,143,647,634,122,0,0,1,17,118,11
07140113,391,23,38,251,71,4,0,0,0,0,5,3
07140115,152,7,12,102,29,0,0,0,0,0,1,1
07140116,1851,23,62,324,1417,21,0,0,0,0,3,0
07140117,527,51,49,158,254,13,0,0,0,0,2,14
07140118,404,15,23,214,147,1,0,0,0,0,4,0
07140119,616,19,36,324,224,5,0,0,0,0,8,0
07140120,514,14,26,280,192,0,0,0,0,0,1,0
07140121,251,9,13,149,76,2,0,0,0,0,2,0
07140122,821,61,36,278,443,4,0,0,0,0,0,8
07140123,476,27,27,317,102,1,0,0,0,0,2,3
07140125,1636,202,141,422,846,8,0,0,1,0,15,45
07140126,314,14,17,150,127,4,0,0,0,0,2,1
07140127,1683,43,44,361,1219,11,0,0,0,0,4,1
07140128,256,12,17,144,80,3,0,0,0,0,1,1
07140129,272,10,14,117,126,2,0,0,0,0,2,0
07140130,377,16,18,264,75,3,0,0,0,0,1,0
07140131,387,17,27,221,120,1,0,0,0,0,2,2
07140133,2317,128,143,515,1391,40,0,0,0,11,90,7
07140134,1290,30,45,334,869,8,0,0,0,0,3,1
07140135,864,21,38,276,519,5,0,0,0,0,5,4
07140138,342,15,17,217,87,4,0,0,0,0,2,0
07140139,390,17,30,256,81,3,0,0,0,0,2,0
07140140,178,16,12,83,62,3,0,0,0,0,1,0
07140141,388,10,17,191,165,1,0,0,0,0,3,0
07140144,1196,354,169,493,124,40,0,0,0,1,16,95
07140145,942,149,90,373,316,7,0,0,0,1,7,32
07140146,446,11,24,252,149,5,0,0,0,0,6,0
07140147,351,11,19,184,136,0,0,0,0,0,1,0
07140148,260,10,18,134,93,1,0,0,0,0,3,1
07140149,226,8,14,101,101,1,0,0,0,0,2,0
07140150,578,36,31,333,166,7,0,0,0,0,5,2
07140151,156,7,9,102,37,1,0,0,0,0,1,0
07140153,558,21,34,296,198,4,0,0,0,0,4,1
07140154,549,36,45,345,113,6,0,0,0,0,5,1
07140155,355,34,31,177,60,40,0,0,0,2,11,1
07140156,445,11,18,138,274,4,0,0,0,0,1,0
07140158,434,13,23,226,169,2,0,0,0,0,1,2
07140159,446,14,29,221,181,1,0,0,0,0,1,0
07140161,734,45,54,217,402,12,0,0,0,0,2,18
07140163,839,18,40,449,326,1,0,0,0,0,5,0
07140164,866,20,36,308,497,1,2,0,0,0,2,1
07140165,433,12,25,214,179,2,0,0,0,0,2,1
07140166,390,25,27,193,144,0,0,0,0,0,1,4
07140201,1328,34,45,429,809,4,0,0,0,0,7,1
07140202,2469,91,107,989,1265,11,0,0,0,0,6,8
07140204,1182,75,74,501,510,14,0,0,0,0,7,14
07140205,755,19,38,321,371,3,0,0,0,0,4,0
07140501,7488,623,544,1346,4289,398,0,0,0,17,270,64
07140502,360,12,15,161,166,3,0,0,0,0,2,0
07140503,1737,46,77,572,1017,15,0,0,0,0,9,3
07140504,663,24,25,353,256,5,0,0,0,0,2,1
07141000,78224,5365,4406,29636,35129,2023,0,0,0,318,1348,398
07141001,303,27,22,150,98,4,0,0,0,0,2,1
07141002,922,72,40,269,498,26,0,0,0,4,13,3
07141003,585,26,33,289,229,4,0,0,0,0,3,2
07141004,265,16,21,139,85,3,0,0,0,0,1,1
07141005,217,14,16,112,48,21,0,0,0,0,5,1
07141006,1541,226,112,177,924,67,0,0,0,3,32,13
07141008,442,21,31,190,186,13,0,0,0,0,1,0
07141009,332,14,20,171,124,1,0,0,0,0,1,-
07141010,438,16,22,259,134,4,0,0,0,0,2,-
07141011,621,22,28,356,210,3,0,0,0,0,2,0
07141012,324,17,19,197,89,2,0,0,0,0,1,-
07141013,345,16,15,147,153,3,0,0,0,8,3,1
07141014,404,60,33,166,115,9,0,0,0,13,7,3
07141015,534,53,37,288,152,2,0,0,0,0,2,5
07141016,1198,59,69,628,340,95,0,0,0,2,4,2
07141018,607,21,37,258,273,10,0,0,0,1,6,0
07141019,415,25,17,221,147,4,0,0,0,0,2,0
07141020,920,48,51,421,387,10,0,0,0,0,5,1
07141021,76,9,5,49,13,0,0,0,0,0,0,-
07141022,525,45,35,254,167,9,0,0,0,4,12,5
07141023,1012,50,63,363,518,12,0,0,0,1,6,1
07141024,682,35,28,307,279,29,0,0,0,1,3,1
07141025,992,67,57,170,653,18,0,0,0,1,26,3
07141026,357,9,23,150,171,1,0,0,0,0,3,-
07141027,139,10,9,30,82,6,0,0,0,0,0,-
07141029,1241,417,144,428,198,22,0,0,0,9,23,54
07141030,583,27,35,232,247,23,0,0,0,6,13,0
07141031,864,21,34,266,439,85,0,0,0,19,1,2
07141032,487,23,29,261,168,2,0,0,0,0,4,0
07141033,394,10,23,171,184,4,0,0,0,0,2,-
07141034,257,9,20,182,44,1,0,0,0,0,1,-
07141035,121,5,8,93,15,1,0,0,0,0,0,-
07141036,543,16,28,246,249,1,0,0,0,0,3,0
07141037,224,11,10,170,31,1,0,0,0,0,0,-
07141038,698,31,35,300,326,2,0,0,0,0,3,0
07141039,225,11,12,104,92,4,0,0,0,0,3,-
07141040,258,11,12,115,117,2,0,0,0,0,1,1
07141041,223,47,14,6,116,25,0,0,0,2,13,4
07141042,185,20,12,82,31,6,0,0,0,1,32,-
07141043,444,36,23,258,123,3,0,0,0,0,2,2
07141044,553,23,31,221,271,7,0,0,0,0,1,0
07141045,224,14,11,55,123,16,0,0,0,1,5,0
07141046,391,23,23,213,126,2,0,0,0,0,4,1
07141047,679,33,34,320,290,2,0,0,0,0,1,10
07141049,234,39,16,107,65,6,0,0,0,0,1,1
07141050,383,27,33,157,150,7,0,0,0,1,10,2
07141051,1070,184,64,283,498,26,0,0,0,6,9,11
07141052,276,19,14,69,171,1,0,0,0,0,1,0
07141053,526,47,26,196,240,12,0,0,0,3,3,10
07141054,409,19,23,216,146,2,0,0,0,0,3,0
07141055,503,20,19,293,169,2,0,0,0,0,1,1
07141057,250,14,12,129,93,1,0,0,0,0,1,0
07141058,485,17,17,169,265,16,0,0,0,0,2,0
