ags,residential_buildings_total,buildings_1flat,buildings_2flats,buildings_3flats,buildings_dorms,residential_buildings_area_total
13076027,122,106,14,2,0,15.6
13076029,338,268,45,25,0,48.8
13076030,172,149,22,1,0,21.4
13076032,313,256,34,23,0,43.5
13076033,763,687,55,21,0,96.5
13076034,1041,777,156,108,0,150.1
13076035,490,414,62,14,0,62.6
13076036,514,434,56,23,1,71.1
13076037,406,283,101,22,0,58.7
13076038,337,276,54,7,0,43.8
13076039,190,164,12,14,0,25.7
13076040,211,176,25,10,0,26.4
13076041,162,139,13,10,0,23.4
13076044,164,148,11,5,0,21.7
13076046,212,159,39,14,0,30.8
13076048,1019,738,119,162,0,159.3
13076049,196,161,25,10,0,27.2
13076050,1568,997,239,332,0,268.2
13076051,173,144,14,15,0,23.2
13076053,210,173,30,7,0,29.3
13076054,229,195,21,13,0,30.1
13076055,275,231,30,14,0,35.4
13076056,139,119,18,2,0,19.8
13076057,62,53,7,2,0,8
13076058,331,254,55,22,0,49.6
13076060,2205,1348,251,606,0,477.6
13076062,172,150,20,2,0,19.9
13076063,303,253,35,15,0,43
13076064,207,169,31,7,0,28.5
13076065,72,68,4,0,0,7.5
13076067,77,45,27,5,0,12.3
13076068,205,158,42,5,0,30.1
13076069,195,140,45,10,0,27.4
13076070,221,185,29,7,0,30.1
13076071,482,424,48,10,0,59.8
13076072,147,110,21,16,0,19.8
13076073,233,200,23,10,0,32.4
13076075,154,133,12,9,0,19.7
13076076,98,84,11,3,0,12.8
13076077,181,144,33,4,0,23.1
13076078,293,228,41,24,0,41.5
13076079,267,217,39,11,0,37.9
13076080,192,169,20,3,0,24.4
13076082,717,622,53,41,1,103.1
13076085,523,428,74,21,0,70.8
13076086,260,229,26,5,0,34
13076087,223,179,39,5,0,30.2
13076088,1344,964,211,169,0,200.2
13076089,1690,1212,221,256,1,290.5
13076090,2825,1853,416,555,1,516.9
13076092,251,195,32,24,0,38.8
13076093,170,139,27,4,0,22.1
13076094,389,298,47,44,0,58.4
13076096,265,218,18,29,0,35.4
13076097,142,118,22,2,0,19.1
13076098,93,91,2,0,0,10.3
13076099,169,139,23,7,0,23.5
13076100,116,89,23,4,0,15.9
13076101,151,122,19,10,0,19.8
13076102,281,232,42,7,0,39
13076103,630,446,100,83,1,97.2
13076104,228,203,15,10,0,28.1
13076105,1752,1361,153,237,1,286.1
13076106,181,168,11,2,0,22
13076107,899,773,49,76,1,141.1
13076108,3908,2507,439,960,2,734.1
13076109,263,214,38,11,0,34
13076110,146,132,13,1,0,18.5
13076111,219,163,41,15,0,31.8
13076112,805,715,69,21,0,106.7
13076113,1183,1004,128,50,1,166.4
13076114,1962,1523,190,249,0,291.5
13076115,261,215,37,9,0,33.7
13076116,160,124,20,16,0,22.7
13076117,349,280,41,28,0,54.8
13076118,662,557,80,25,0,87.3
13076119,175,129,28,17,1,25.1
13076120,312,266,32,14,0,41
13076121,97,85,10,2,0,13.9
13076122,259,217,18,24,0,34.1
13076125,328,271,42,15,0,43.6
13076126,415,292,90,33,0,61.9
13076128,1117,804,116,196,1,185.6
13076129,118,84,24,10,0,17.8
13076130,439,369,35,35,0,62.5
13076131,119,98,18,3,0,15.3
13076133,541,442,72,27,0,74.1
13076134,325,283,30,12,0,41.9
13076135,294,252,29,13,0,38.4
13076136,261,204,45,12,0,37.2
13076138,142,123,15,4,0,19.1
13076140,334,273,51,10,0,44.6
13076141,179,157,14,8,0,22.3
13076142,972,822,108,42,0,126.4
13076143,509,407,86,16,0,68.9
13076145,160,137,12,11,0,21
13076146,175,140,31,4,0,26
13076147,246,217,24,5,0,30.4
13076148,150,129,18,3,0,19.4
13076151,117,91,22,4,0,17.9
13076152,1622,1202,214,202,4,259.4
13076153,985,835,114,34,2,129.5
13076154,954,850,70,34,0,125.2
13076155,192,167,13,12,0,26
13076156,293,235,34,24,0,41.5
13076158,141,101,29,11,0,20.8
13076159,1537,1194,168,175,0,247.5
13076160,228,186,30,12,0,33.6
13076161,148,116,26,6,0,20.7
13076162,310,251,46,13,0,43
13076163,56,45,10,1,0,7.6
13076164,326,267,37,22,0,42.1
13076165,203,174,17,12,0,27.2
13076166,586,497,55,34,0,72.3
13076167,198,156,25,17,0,27.3
13076168,715,595,77,43,0,93.4
13076169,362,305,39,18,0,47.8
14000000,837833,505494,132482,199324,533,176140.9
14511000,33138,16080,3589,13442,27,10504.4
14521000,81927,42369,20639,18892,27,14423.8
14521010,1120,641,334,145,0,165.8
14521020,3574,1520,621,1432,1,864
14521035,3608,1511,622,1472,3,891.9
14521040,646,314,159,173,0,108.4
14521060,603,301,145,157,0,105.5
14521080,707,375,232,100,0,96.8
14521090,301,171,96,33,1,42.7
14521110,1393,686,422,282,3,231.3
14521120,1690,942,439,309,0,261.6
14521130,1132,560,392,180,0,165.3
14521140,330,201,84,45,0,45.7
14521150,1411,777,398,236,0,216
14521160,1040,504,268,267,1,197.5
14521170,1830,861,501,466,2,312.3
14521180,801,412,255,134,0,117.7
14521200,993,433,297,263,0,180
14521210,910,448,266,196,0,150
14521220,1078,683,278,117,0,161.6
14521230,534,274,147,113,0,89
14521240,816,452,247,117,0,117.5
14521250,927,467,309,151,0,136.2
14521260,1509,790,380,339,0,241.1
14521270,1012,565,287,160,0,152.9
14521280,242,146,65,31,0,33.6
14521290,946,499,171,276,0,162.1
14521310,1560,970,399,191,0,230.2
14521320,921,463,176,282,0,188.6
14521330,841,435,267,139,0,116.2
14521340,623,375,177,71,0,85.8
14521355,2291,1223,622,446,0,372.2
14521370,1843,936,442,465,0,345.7
14521380,1912,1037,353,522,0,361.2
14521390,4325,2443,1086,792,4,711.8
14521400,996,553,317,125,1,137
14521410,1882,1149,386,347,0,307.8
14521420,343,190,89,64,0,54.7
14521430,702,395,138,169,0,112.9
14521440,533,232,161,140,0,92
14521450,2864,1607,487,768,2,489.8
14521460,2890,1619,625,645,1,480.1
14521495,2153,1232,574,347,0,325.5
14521500,1180,555,382,241,2,203.6
14521510,541,278,143,119,1,88.8
14521520,611,323,150,138,0,96.4
14521530,2750,1274,618,855,3,605.9
14521540,1138,523,332,283,0,191.2
14521550,3120,1385,756,979,0,686.1
14521560,1676,847,474,354,1,258.7
14521570,701,467,163,71,0,91.5
14521590,2377,1236,494,647,0,475.4
14521600,1001,540,337,124,0,143.4
14521610,334,204,98,32,0,45
14521620,1234,497,327,410,0,262.3
14521630,944,516,287,141,0,137.4
14521640,1378,704,374,300,0,219.8
14521670,977,496,277,204,0,162.7
14521690,1907,984,392,531,0,392.8
14521700,1446,750,499,197,0,215.2
14521710,2780,1398,822,559,1,489.8
14522000,78839,49397,13696,15693,53,13538
14522010,641,428,142,71,0,89.4
14522020,1300,785,269,246,0,209.2
14522035,1695,1119,353,222,1,248.9
14522050,1999,1114,352,529,4,409
14522060,2706,1586,466,653,1,474.6
14522070,969,607,222,140,0,140.7
14522080,5033,3100,576,1357,0,1059.8
14522090,492,330,132,30,0,62.1
14522110,1132,674,260,198,0,171.3
14522120,1118,835,216,67,0,146.5
14522140,2021,1049,274,697,1,450
14522150,3031,1672,443,915,1,637.4
14522170,907,566,228,113,0,124.9
14522180,6058,2913,597,2524,24,1620.4
14522190,1282,795,220,267,0,197.4
14522200,812,550,188,74,0,108.1
14522210,1852,1324,359,167,2,257.4
14522220,882,648,122,111,1,136
14522230,2280,1460,400,420,0,377.7
14522240,1637,1109,357,171,0,229.5
14522250,1946,1166,363,417,0,337.3
14522260,1092,669,175,248,0,193.1
14522280,503,395,87,21,0,64.4
14522290,904,655,188,61,0,121.1
14522300,758,577,120,61,0,96.2
14522310,2573,1749,379,445,0,396.5
14522320,962,524,265,173,0,151
14522330,2541,1874,464,202,1,341.5
14522340,729,461,166,102,0,108.8
14522350,1388,912,271,205,0,195.2
14522360,3114,1726,431,945,12,637.2
14522380,692,464,155,73,0,97.4
14522390,704,443,167,94,0,103
14522400,812,503,189,120,0,116.9
14522420,1463,1005,229,229,0,221
14522430,1116,828,198,90,0,153.4
14522440,2219,1353,458,408,0,356.9
14522450,1212,897,190,125,0,168.1
14522460,2531,1577,493,461,0,401.1
14522470,641,415,124,102,0,89.7
14522480,980,703,209,68,0,130.6
14522490,1301,746,179,376,0,254.8
14522500,1090,719,223,148,0,155.5
14522510,2125,1325,346,451,3,346.3
14522520,498,319,113,66,0,73.6
14522530,652,482,135,35,0,83.2
14522540,1577,1104,359,114,0,208.1
14522550,746,477,155,113,1,104.3
14522570,2085,1251,311,522,1,384.1
14522580,629,425,138,66,0,86.3
14522590,655,396,125,134,0,111.1
14522600,271,208,50,13,0,35.1
14522620,483,385,65,33,0,65.2
14523000,58575,34584,11325,12650,16,10585.6
14523010,1474,919,273,282,0,229.5
14523020,4222,2202,976,1044,0,852.3
14523030,768,586,120,62,0,99
14523040,980,644,152,183,1,172.8
14523050,363,223,106,34,0,49.1
14523060,431,346,61,24,0,53
14523080,485,387,76,22,0,59.7
14523090,770,430,169,171,0,122.3
14523100,1131,630,248,252,1,188.5
14523120,2123,1029,419,674,1,394.2
14523130,583,389,152,41,1,77.6
14523150,677,451,175,51,0,92.9
14523160,2611,1519,637,454,1,414
14523170,2177,1341,502,333,1,326.6
14523190,529,360,136,33,0,66.5
14523200,2303,1282,581,439,1,350.9
14523230,510,384,107,19,0,63.6
14523245,1066,707,244,115,0,142.7
14523260,1205,672,282,251,0,183.6
14523270,756,524,173,59,0,101.7
14523280,954,632,205,117,0,141.9
14523290,362,237,98,27,0,49.7
14523300,2699,1545,511,642,1,466.2
14523310,1721,1113,427,181,0,233.6
14523320,11045,5877,1146,4018,4,2913
14523330,784,530,164,90,0,119.7
14523340,4759,2327,846,1585,1,968.3
14523360,1780,1060,334,385,1,299.3
14523365,1384,993,263,128,0,204.4
14523370,918,525,244,149,0,145.1
14523380,824,510,226,88,0,116.8
14523410,372,283,71,18,0,49.1
14523420,544,402,118,24,0,68.3
14523430,2249,1326,504,417,2,361
14523440,471,359,83,29,0,58.8
14523450,1994,1461,346,187,0,279.2
14523460,551,379,150,22,0,70.5
14524000,72357,39536,14033,18747,41,14058.8
14524010,749,487,192,70,0,103.6
14524020,1637,1084,412,141,0,219.8
14524030,4617,2340,921,1351,5,897.7
14524040,548,273,207,66,2,80.2
14524050,459,313,109,37,0,62.2
14524060,1390,819,318,253,0,235.4
14524070,1104,609,239,255,1,180.2
14524080,5358,2880,1018,1458,2,1013
14524090,1245,741,316,188,0,191.4
14524100,380,228,111,41,0,54.3
14524110,358,214,114,30,0,48.9
14524120,3055,1678,499,876,2,617.3
14524130,2069,1125,564,380,0,349.9
14524140,1228,906,264,58,0,160.9
14524150,753,433,218,101,1,111.3
14524160,2564,1363,486,714,1,488.3
14524170,1804,1040,464,299,1,288
14524180,5310,2995,887,1425,3,1057.5
14524190,3465,1855,633,975,2,655.9
14524200,3143,1826,878,439,0,495.7
14524210,1068,594,234,239,1,178
14524220,752,494,183,75,0,102.4
14524230,1482,865,329,288,0,250.4
14524240,368,269,78,21,0,48.2
14524250,1923,1045,421,456,1,336
14524260,534,356,110,68,0,76.3
14524270,294,201,72,21,0,41.4
14524280,854,503,205,146,0,142.7
14524290,1273,892,219,161,1,184.6
14524300,5011,2815,836,1356,4,970.6
14524310,1082,649,283,150,0,160.9
14524320,2025,863,405,757,0,454.4
14524330,14455,6781,1808,5852,14,3801.4
14612000,59414,27485,5569,26247,113,21658.9
14625000,78957,54311,13332,11283,31,13179.2
14625010,1290,880,239,171,0,199.5
14625020,6237,3348,588,2292,9,1642
14625030,1953,1412,305,235,1,297.4
14625040,2283,1257,415,608,3,452.3
14625060,903,665,187,51,0,117.3
14625080,317,267,47,3,0,42.3
14625090,1421,980,305,136,0,212.3
14625100,862,594,150,118,0,123.6
14625110,1240,917,217,106,0,177.5
14625120,1187,893,251,43,0,168.5
14625130,899,639,191,69,0,125.6
14625140,315,230,64,21,0,41.4
14625150,1063,818,185,60,0,142.3
14625160,1371,1065,204,102,0,188.8
14625170,950,687,203,59,1,128
14625180,332,224,92,16,0,43.1
14625190,813,570,143,100,0,124.4
14625200,2633,1583,638,412,0,418.7
14625220,1305,893,337,75,0,172.9
14625230,828,651,140,37,0,106.8
14625240,5022,2834,491,1694,3,1394.1
14625250,3708,2200,645,861,2,723.6
14625270,1250,850,218,181,1,198.8
14625280,994,750,126,117,1,164.2
14625290,907,727,138,42,0,117.1
14625300,644,475,142,27,0,83
14625310,2666,2013,255,397,1,376.7
14625320,488,286,161,41,0,70.5
14625330,1796,1354,323,118,1,249.7
14625340,1697,1372,229,96,0,218.3
14625350,358,292,54,12,0,48.7
14625360,861,698,134,29,0,114.7
14625370,569,415,127,27,0,74.2
14625380,1483,1055,262,166,0,212.5
14625390,682,497,137,48,0,89.9
14625410,753,518,188,47,0,106.6
14625420,758,603,116,39,0,100.1
14625430,3126,2424,477,225,0,447.7
14625440,572,433,106,33,0,84.4
14625450,1928,1167,475,284,2,307.4
14625460,264,200,30,34,0,39.2
14625470,344,299,39,6,0,46.1
14625480,3946,2613,462,865,6,784.1
14625490,1122,907,174,41,0,148.3
14625500,507,411,84,12,0,69.2
14625510,462,347,103,12,0,58.9
14625525,1964,1305,434,225,0,271.4
14625530,1127,842,221,64,0,139.6
14625550,792,584,145,63,0,114
14625560,2268,1611,501,156,0,289.5
14625570,670,531,106,33,0,89.3
14625580,589,422,147,20,0,74.3
14625590,1049,754,247,48,0,131.4
14625600,1320,910,297,113,0,186.8
14625610,1073,858,154,61,0,140
14625630,1228,809,183,236,0,234
14625640,1768,1372,300,96,0,256.4
14626000,67850,45152,10401,12259,38,11999.1
14626010,973,628,174,171,0,161.8
14626020,471,393,62,16,0,56.3
14626030,1144,856,188,100,0,159.1
14626050,853,665,149,39,0,102.2
14626060,1560,1164,290,105,1,213.3
14626070,342,252,66,23,1,47.5
14626085,3462,2024,769,666,3,591.2
14626100,619,500,102,17,0,78.6
14626110,7909,3733,589,3581,6,2519.7
14626120,374,279,85,10,0,51.9
14626140,1744,1084,375,285,0,263.1
14626150,384,300,44,40,0,53.3
14626160,492,407,74,11,0,60.6
14626170,598,456,115,27,0,72
14626180,1945,1456,333,155,1,255.3
14626190,729,600,102,27,0,93.5
14626200,700,574,95,31,0,87.1
14626210,579,447,96,36,0,76.3
14626230,832,658,118,56,0,111.9
14626240,464,380,56,28,0,62.5
14626245,2764,2015,571,178,0,353.6
14626250,1211,892,240,78,1,164.6
14626260,379,326,46,7,0,43.2
14626270,689,547,113,29,0,84.7
14626280,1250,850,301,99,0,168.6
14626290,3380,2038,434,906,2,697.5
14626300,1433,1160,206,67,0,193.6
14626310,1351,1049,209,93,0,172.2
14626320,407,347,45,15,0,48.9
14626330,670,554,85,31,0,85.5
14626350,1133,791,233,109,0,147.8
14626370,2721,2031,288,398,4,422.4
14626390,1683,1155,378,150,0,225.5
14626400,1168,721,164,282,1,250.2
14626410,790,560,150,80,0,103.4
14626420,776,506,170,100,0,113.1
14626430,553,421,93,39,0,76.3
14626440,489,400,72,16,1,59.7
14626450,1653,1261,221,171,0,236.6
14626460,958,718,162,78,0,128.1
14626470,578,472,83,23,0,71.1
14626480,1469,1116,194,157,2,219.8
14626490,924,649,214,60,1,131.1
14626500,460,334,48,78,0,68.6
14626510,456,340,99,17,0,54
14626520,875,718,110,47,0,117.9
14626530,1243,746,289,208,0,182.5
14626560,335,220,109,6,0,47
14626570,665,561,75,29,0,82.7
14626580,921,767,118,36,0,114.4
14626590,484,380,88,15,1,60.9
14626600,2633,1438,241,952,2,695.7
14626610,5175,2213,670,2281,11,1260.9
14627000,59400,38703,9422,11248,27,10818.8
14627010,3661,2220,437,1002,2,841.8
14627020,1200,877,213,110,0,163.9
14627030,1449,1100,274,75,0,198.9
14627040,635,510,100,25,0,81
14627050,1503,872,235,396,0,326.4
14627060,4575,2928,736,908,3,835.8
14627070,732,564,119,49,0,97.6
14627080,853,614,149,90,0,123.6
14627100,3282,2438,562,281,1,480.7
14627110,908,686,179,43,0,125.4
14627130,1373,839,260,274,0,231.9
14627140,4585,2113,527,1934,11,1189.5
14627150,2615,1947,469,197,2,384
14627170,1286,935,220,131,0,186.7
14627180,3040,1997,526,517,0,477.3
14627190,1634,1187,266,180,1,254.4
14627200,1043,723,232,88,0,153.4
14627210,7364,4298,1204,1859,3,1517.4
14627220,1964,1332,377,255,0,326.4
14627230,5238,2901,489,1846,2,1298.5
14627240,940,663,162,115,0,128.5
14627250,622,456,134,32,0,82.5
14627260,1044,805,150,89,0,145.5
14627270,1160,833,169,158,0,174.4
14627290,1236,892,276,68,0,175.2
14627310,3172,2373,513,284,2,476.4
14627340,585,438,91,56,0,79
14627360,1701,1162,353,186,0,262.8
14628000,59052,37143,10198,11678,33,10564.3
14628010,2513,1695,469,348,1,373.1
14628020,1613,1055,304,253,1,247.9
14628030,1068,578,238,252,0,180.9
14628040,657,433,143,81,0,100.6
14628050,2846,2106,374,362,4,482.7
14628060,3700,2310,722,666,2,608.9
14628070,575,408,99,68,0,83.2
14628080,1654,1186,239,229,0,267.4
14628090,351,237,79,35,0,46
14628100,1295,883,275,137,0,187.5
14628110,7528,4465,942,2114,7,1591
14628130,1972,1270,410,292,0,297.1
14628140,660,419,165,76,0,95.1
14628150,364,248,83,33,0,49.6
14628160,2142,924,205,1013,0,643.2
14628170,279,176,66,37,0,39.7
14628190,1074,691,272,111,0,148.4
14628205,1978,1232,494,252,0,288.9
14628210,647,354,147,146,0,107.8
14628220,1291,880,244,166,1,206.1
14628230,432,278,105,49,0,58.9
14628240,923,625,209,89,0,133.6
14628250,620,434,122,64,0,89.1
14628260,2910,1720,547,643,0,523.5
14628270,6576,3693,780,2100,3,1599.6
14628300,1186,731,247,208,0,186.6
14628310,142,93,33,15,1,19.2
14628320,274,149,62,63,0,42.6
14628330,472,280,140,52,0,61.8
14628340,569,403,117,49,0,74.4
14628360,2600,1540,481,579,0,450.5
14628370,482,282,113,87,0,75
14628380,1642,1155,291,196,0,238.6
14628390,866,625,162,78,1,119.3
14628400,1460,984,254,216,6,228.8
14628410,3691,2601,565,519,6,617.5
14713000,61956,30451,3487,27924,94,23862.7
14729000,71523,51013,9272,11217,21,11920.5
14729010,2417,1774,336,307,0,376.4
14729020,1053,837,116,100,0,158.2
14729030,1714,1345,212,157,0,239
14729040,1391,790,138,463,0,283.8
14729050,3838,2147,433,1257,1,843.7
14729060,2061,1500,250,311,0,370.9
14729070,2948,2284,338,326,0,424.8
14729080,2619,1775,444,398,2,404.2
14729100,502,419,65,18,0,63.8
14729140,4343,3339,661,343,0,590.3
14729150,1926,1272,310,344,0,331.1
14729160,7807,5504,1169,1131,3,1264.8
14729170,2186,1473,336,376,1,355
14729190,2091,1818,207,66,0,281.1
14729220,1386,1012,80,293,1,248.1
14729245,2116,1626,368,122,0,279.8
14729250,2121,1759,189,173,0,327.5
14729260,5103,3433,448,1218,4,1150.9
14729270,4439,3304,573,560,2,717.4
14729300,2580,1935,368,277,0,398.7
14729320,1857,1238,185,433,1,329
14729330,475,370,73,32,0,65.1
14729340,1363,1100,201,62,0,182.3
14729350,1941,1368,295,278,0,298.7
14729360,1058,700,153,205,0,172.2
14729370,1791,1290,213,288,0,290.6
14729380,1234,964,189,81,0,170.7
14729400,1251,929,196,125,1,169.5
14729410,3415,1969,401,1044,1,710
14729430,2497,1739,325,429,4,423
14730000,54845,39270,7519,8044,12,9026.8
14730010,746,609,99,38,0,94.9
14730020,2125,1519,274,332,0,362.2
14730030,1494,1176,222,96,0,205.3
14730045,2825,2193,436,195,1,374.3
14730050,781,602,127,52,0,106.5
14730060,1563,1194,251,118,0,200.5
14730070,5270,3337,607,1326,0,1055.7
14730080,1541,1240,256,45,0,199.2
14730090,876,633,150,93,0,118.4
14730100,781,653,111,17,0,102.6
14730110,3134,1826,326,978,4,670.5
14730120,539,421,94,24,0,69.5
14730140,1133,946,136,50,1,150.8
14730150,1371,994,279,98,0,195.8
14730160,1303,1024,182,97,0,185.5
14730170,1101,859,182,60,0,149.1
14730180,769,629,105,35,0,103.2
14730190,1750,1367,293,90,0,239.9
14730200,1910,1372,262,275,1,278
14730210,782,597,124,61,0,108.9
14730230,3159,1974,431,754,0,618.4
14730250,1404,1009,190,205,0,246.1
14730270,4456,3121,558,776,1,809.4
14730280,910,714,144,52,0,122.5
14730300,3921,2834,371,716,0,693.1
14730310,3899,2321,473,1104,1,840.8
14730320,549,445,81,23,0,71
14730330,1854,1456,261,134,3,248.8
14730340,1828,1385,309,134,0,259.7
14730360,1071,820,185,66,0,146.3
15000000,582891,413623,71551,97362,355,102227.6
15001000,18572,12634,1684,4229,25,3791.3
15002000,29370,14564,2038,12722,46,9698.1
15003000,34510,20283,2235,11949,43,10013.5
15081000,27055,21055,3137,2851,12,4163.7
15081026,647,545,82,19,1,87.9
15081030,2474,1936,345,189,4,346.5
15081045,1042,808,136,98,0,160.3
15081095,582,491,60,31,0,82.4
15081105,865,727,93,45,0,125.4
15081135,6983,5317,885,777,4,1090.7
15081225,634,516,90,28,0,90.8
15081240,2769,2182,352,235,0,391.5
15081280,3384,2709,390,285,0,513.7
15081290,397,327,40,30,0,56.8
15081440,411,340,54,17,0,58.2
15081455,6523,4870,571,1079,3,1109.2
15081545,344,287,39,18,0,50.2
15082000,47575,34422,6045,7081,27,7499.9
15082005,2718,2174,320,223,1,350.3
15082015,8980,5161,1137,2677,5,1816.6
15082180,5498,3317,558,1609,14,1105.1
15082241,4555,3617,744,194,0,580.4
15082256,3277,2721,377,178,1,406.6
15082301,3417,2697,503,217,0,434.2
15082340,4590,3469,609,511,1,683.4
15082377,4975,4031,607,337,0,656.3
15082430,6217,4629,692,892,4,1025.8
15082440,3348,2606,498,243,1,441.1
15083000,55339,42673,6832,5815,19,8362.1
15083020,468,388,60,20,0,63.2
15083025,846,660,119,66,1,118
15083030,764,637,76,51,0,103.6
15083035,608,442,106,60,0,89.6
15083040,2926,2438,271,216,1,437.4
15083060,288,207,53,28,0,41.6
15083115,333,272,51,10,0,46.6
15083120,619,548,53,18,0,79
15083125,1213,912,216,84,1,180.5
15083130,1331,1201,93,37,0,164.1
15083190,1281,944,186,151,0,190.5
15083205,1134,909,157,68,0,152.4
15083230,972,806,115,51,0,134.4
15083245,1345,1076,159,109,1,184
15083270,4738,3093,708,933,4,843.2
15083275,429,275,61,93,0,76.9
15083298,6351,5182,658,510,1,919.6
15083320,1234,813,262,158,1,186.9
15083323,511,382,91,38,0,74.3
15083355,582,504,51,27,0,69.8
15083361,385,330,35,20,0,49.3
15083390,2490,2001,337,152,0,337.8
15083411,4391,3215,690,484,2,676.6
15083415,5399,3882,559,955,3,889
15083440,817,690,87,40,0,110.5
15083485,569,467,62,39,1,76
15083490,3118,2509,369,239,1,443.3
15083505,342,259,63,19,1,46.5
15083515,464,307,72,85,0,69.3
15083531,4641,3554,608,478,1,698.6
15083535,528,380,67,81,0,98.9
15083557,702,602,86,14,0,85.3
15083565,2969,2323,217,429,0,536.8
15083580,551,465,34,52,0,88.7
15084000,47619,31069,7512,9018,20,8258.5
15084012,626,503,85,37,1,82.2
15084013,350,268,61,21,0,45.4
15084015,902,671,164,67,0,129.8
15084025,398,316,59,23,0,52.9
15084115,643,427,134,82,0,97.1
15084125,743,541,127,75,0,105.3
15084130,2671,1758,506,406,1,401.7
15084132,432,338,76,18,0,58.9
15084133,433,347,62,24,0,54.7
15084135,1391,1035,171,184,1,216
15084150,466,385,58,23,0,60.7
