ags,ars,municipality,port,inland_goods_transfer_t,inland_eev_diesel_mwh,inland_ghg_tco2e,overseas_goods_transfer_t,overseas_eev_fuel_mwh,overseas_ghg_tco2e,sum_ghg_tco2e
05562008,55620008008,Datteln,Datteln,180710.0,2233.816720969259,595.3059014514888,0.0,0.0,0.0,595.3059014514888
05562012,55620012012,Dorsten,Dorsten,211839.0,2618.612696327856,697.8529514558239,0.0,0.0,0.0,697.8529514558239
05562016,55620016016,Haltern am See,Haltern am See,785759.0,9713.029676565127,2588.495212321512,0.0,0.0,0.0,2588.495212321512
05562024,55620024024,Marl,Marl,3139123.0,38803.748805152914,10341.090406076595,0.0,0.0,0.0,10341.090406076595
05562032,55620032032,Recklinghausen,Recklinghausen,243126.0,3005.3617625055176,800.9204946947854,0.0,0.0,0.0,800.9204946947854
05562000,055620000000,Recklinghausen Kreis,Recklinghausen Kreis,4882880.0,60358.91201641512,16085.481047420984,0.0,0.0,0.0,16085.481047420984
05566012,55660012012,Greven,Greven,15225.0,188.20131468516945,50.15512339991653,0.0,0.0,0.0,50.15512339991653
05566028,55660028028,Ibbenbüren,Ibbenbüren,917486.0,11341.351159621505,3022.438328255884,0.0,0.0,0.0,3022.438328255884
05566032,55660032032,Ladbergen,Ladbergen,304199.0,3760.305532079728,1002.1108954437576,0.0,0.0,0.0,1002.1108954437576
05566072,55660072072,Recke,Recke (Westfalen),121584.0,1502.9404692730143,400.5294268279444,0.0,0.0,0.0,400.5294268279444
05566076,55660076076,Rheine,Rheine,46775.0,578.2014117831725,154.08905727626248,0.0,0.0,0.0,154.08905727626248
05566000,055660000000,Steinfurt Kreis,Steinfurt Kreis,1405269.0,17370.999887442587,4629.3228312037645,0.0,0.0,0.0,4629.3228312037645
05762008,57620008008,Beverungen,Beverungen,1040.0,12.855787669791544,3.4260314177939706,0.0,0.0,0.0,3.4260314177939706
05762000,057620000000,Höxter Kreis,Höxter Kreis,1040.0,12.855787669791544,3.4260314177939706,0.0,0.0,0.0,3.4260314177939706
05770008,57700008008,Espelkamp,Espelkamp,85096.0,1051.9001034120972,280.3284322390343,0.0,0.0,0.0,280.3284322390343
05770012,57700012012,Hille,Hille,35517.0,439.0375102576791,117.00226717864274,0.0,0.0,0.0,117.00226717864274
05770020,57700020020,Lübbecke,Lübbecke,354658.0,4384.046099416278,1168.3360101653595,0.0,0.0,0.0,1168.3360101653595
05770028,57700028028,Petershagen,Petershagen,50792.0,627.8568916577423,167.32210362749166,0.0,0.0,0.0,167.32210362749166
05770036,57700036036,Preußisch Oldendorf,Preußisch Oldendorf,64854.0,801.6819745544814,213.6460015092405,0.0,0.0,0.0,213.6460015092405
05770000,057700000000,Minden-Lübbecke Kreis,Minden-Lübbecke Kreis,590917.0,7304.522579298278,1946.6348147197689,0.0,0.0,0.0,1946.6348147197689
05913000,59130000000,Dortmund,Dortmund,1145710.0,14162.504318420066,3774.267745846856,0.0,0.0,0.0,3774.267745846856
05915000,59150000000,Hamm,Hamm,3482618.0,43049.805329802,11472.652580937309,0.0,0.0,0.0,11472.652580937309
05916000,59160000000,Herne,Herne,282795.0,3495.72353276798,931.6005334567748,0.0,0.0,0.0,931.6005334567748
05978004,59780004004,Bergkamen,Bergkamen,597634.0,7387.553661777114,1968.762365713348,0.0,0.0,0.0,1968.762365713348
05978024,59780024024,Lünen,Lünen,2435867.0,30110.56629216549,8024.381607276486,0.0,0.0,0.0,8024.381607276486
05978000,059780000000,Unna Kreis,Unna Kreis,3033501.0,37498.11995394261,9993.143972989834,0.0,0.0,0.0,9993.143972989834
06412000,64120000000,Frankfurt am Main,Frankfurt am Main,4746997.0,58679.216828016775,15637.846982859352,0.0,0.0,0.0,15637.846982859352
06413000,64130000000,Offenbach am Main,Offenbach am Main,92185.0,1139.5296022497437,303.6814483166704,0.0,0.0,0.0,303.6814483166704
06414000,64140000000,Wiesbaden,Wiesbaden,485853.0,6005.791352626182,1600.52657925909,0.0,0.0,0.0,1600.52657925909
06431013,64310013013,Lampertheim,Lampertheim,335107.0,4142.369652558495,1103.9299137718117,0.0,0.0,0.0,1103.9299137718117
06431018,64310018018,Neckarsteinach,Neckarsteinach,118446.0,1464.150602246278,390.1920358769468,0.0,0.0,0.0,390.1920358769468
06431000,064310000000,Bergstraße Landkreis,Bergstraße Landkreis,453553.0,5606.520254804773,1494.1219496487583,0.0,0.0,0.0,1494.1219496487583
06433004,64330004004,Gernsheim,Gernsheim,583748.0,7215.904173716801,1923.018257763841,0.0,0.0,0.0,1923.018257763841
06433005,64330005005,Ginsheim-Gustavsburg,Ginsheim-Gustavsburg,639055.0,7899.572489729455,2105.2139497099283,0.0,0.0,0.0,2105.2139497099283
06433007,64330007007,Kelsterbach,Kelsterbach,368536.0,4555.596696802207,1214.053764027037,0.0,0.0,0.0,1214.053764027037
06433010,64330010010,Raunheim,Raunheim,598907.0,7403.28964033831,1972.9559599391664,0.0,0.0,0.0,1972.9559599391664
06433011,64330011011,Riedstadt,Riedstadt,1714.0,21.18732698656029,5.646363317402755,0.0,0.0,0.0,5.646363317402755
06433000,064330000000,Groß-Gerau Landkreis,Groß-Gerau Landkreis,2191960.0,27095.55032757333,7220.888294757376,0.0,0.0,0.0,7220.888294757376
06435011,64350011011,Großkrotzenburg,Großkrotzenburg,171319.0,2117.7314305779014,564.369496601005,0.0,0.0,0.0,564.369496601005
06435014,64350014014,Hanau,Hanau,1132334.0,13997.159110851668,3730.203710996459,0.0,0.0,0.0,3730.203710996459
06435000,064350000000,Main-Kinzig-Kreis Landkreis,Main-Kinzig-Kreis Landkreis,1303653.0,16114.89054142957,4294.573207597464,0.0,0.0,0.0,4294.573207597464
06436004,64360004004,Flörsheim am Main,Flörsheim am Main,666770.0,8242.166869795103,2196.514392733159,0.0,0.0,0.0,2196.514392733159
06436005,64360005005,Hattersheim am Main,Hattersheim am Main,268804.0,3322.77610460639,885.5105281045101,0.0,0.0,0.0,885.5105281045101
06436000,064360000000,Main-Taunus-Kreis Landkreis,Main-Taunus-Kreis Landkreis,935574.0,11564.942974401492,3082.024920837669,0.0,0.0,0.0,3082.024920837669
06439004,64390004004,Geisenheim,Geisenheim,14397.0,177.9661298865277,47.42747530959595,0.0,0.0,0.0,47.42747530959595
06439013,64390013013,Rüdesheim am Rhein,Rüdesheim am Rhein,381.0,4.70966836749094,1.2551134328649065,0.0,0.0,0.0,1.2551134328649065
06439000,064390000000,Rheingau-Taunus-Kreis Landkreis,Rheingau-Taunus-Kreis Landkreis,14778.0,182.67579825401864,48.68258874246085,0.0,0.0,0.0,48.68258874246085
07111000,71110000000,Koblenz,Koblenz,776564.0,9599.367207696152,2558.204482622843,0.0,0.0,0.0,2558.204482622843
07135092,71355005092,Zell (Mosel),Zell (Mosel),584.0,7.219019229959866,1.92384841153046,0.0,0.0,0.0,1.92384841153046
